run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	submitted_aspera	sra_ftp	sample_title
ERR5909977	SAMEA8725442	ERX5551104	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/007/ERR5909977/ERR5909977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/007/ERR5909977/ERR5909977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909977/22530_1#88.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909977/22530_1#88.cram		4472STDY6861967
ERR5909979	SAMEA8725620	ERX5551106	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#90	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/009/ERR5909979/ERR5909979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/009/ERR5909979/ERR5909979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909979/22530_1#90.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909979/22530_1#90.cram		4472STDY6862149
ERR5909980	SAMEA8725621	ERX5551107	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#91	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/000/ERR5909980/ERR5909980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/000/ERR5909980/ERR5909980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909980/22530_1#91.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909980/22530_1#91.cram		4472STDY6862150
ERR5909982	SAMEA8725623	ERX5551109	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#93	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/002/ERR5909982/ERR5909982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/002/ERR5909982/ERR5909982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909982/22530_1#93.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909982/22530_1#93.cram		4472STDY6862152
ERR5909984	SAMEA8725625	ERX5551111	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#95	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5909984/ERR5909984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5909984/ERR5909984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909984/22530_1#95.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909984/22530_1#95.cram		4472STDY6862154
ERR5909986	SAMEA8725443	ERX5551113	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5909986/ERR5909986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5909986/ERR5909986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909986/22530_1#97.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909986/22530_1#97.cram		4472STDY6861968
ERR5909988	SAMEA8725445	ERX5551115	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#99	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5909988/ERR5909988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5909988/ERR5909988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909988/22530_1#99.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909988/22530_1#99.cram		4472STDY6861970
ERR5909991	SAMEA8725448	ERX5551118	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/001/ERR5909991/ERR5909991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/001/ERR5909991/ERR5909991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909991/22530_1#102.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909991/22530_1#102.cram		4472STDY6861973
ERR5909994	SAMEA8725632	ERX5551121	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5909994/ERR5909994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/004/ERR5909994/ERR5909994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909994/22530_1#105.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909994/22530_1#105.cram		4472STDY6862156
ERR5909995	SAMEA8725627	ERX5551122	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/005/ERR5909995/ERR5909995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/005/ERR5909995/ERR5909995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909995/22530_1#106.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909995/22530_1#106.cram		4472STDY6862157
ERR5909996	SAMEA8725628	ERX5551123	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5909996/ERR5909996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/006/ERR5909996/ERR5909996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909996/22530_1#107.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909996/22530_1#107.cram		4472STDY6862158
ERR5909998	SAMEA8725630	ERX5551125	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5909998/ERR5909998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/008/ERR5909998/ERR5909998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909998/22530_1#109.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909998/22530_1#109.cram		4472STDY6862160
ERR5909999	SAMEA8725631	ERX5551126	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/009/ERR5909999/ERR5909999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR590/009/ERR5909999/ERR5909999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR590/ERR5909999/22530_1#110.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR590/ERR5909999/22530_1#110.cram		4472STDY6862161
ERR5910001	SAMEA8725633	ERX5551128	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910001/ERR5910001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910001/ERR5910001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910001/22530_1#112.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910001/22530_1#112.cram		4472STDY6862163
ERR5910005	SAMEA8725454	ERX5551132	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910005/ERR5910005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910005/ERR5910005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910005/22530_1#116.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910005/22530_1#116.cram		4472STDY6861979
ERR5910006	SAMEA8725455	ERX5551133	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910006/ERR5910006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910006/ERR5910006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910006/22530_1#117.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910006/22530_1#117.cram		4472STDY6861980
ERR5910007	SAMEA8725456	ERX5551134	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910007/ERR5910007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910007/ERR5910007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910007/22530_1#118.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910007/22530_1#118.cram		4472STDY6861981
ERR5910008	SAMEA8725457	ERX5551135	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5910008/ERR5910008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5910008/ERR5910008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910008/22530_1#119.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910008/22530_1#119.cram		4472STDY6861982
ERR5910009	SAMEA8725458	ERX5551136	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910009/ERR5910009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910009/ERR5910009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910009/22530_1#120.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910009/22530_1#120.cram		4472STDY6861983
ERR5910010	SAMEA8725635	ERX5551137	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910010/ERR5910010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910010/ERR5910010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910010/22530_1#121.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910010/22530_1#121.cram		4472STDY6862164
ERR5910011	SAMEA8725636	ERX5551138	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910011/ERR5910011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910011/ERR5910011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910011/22530_1#122.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910011/22530_1#122.cram		4472STDY6862165
ERR5910012	SAMEA8725637	ERX5551139	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910012/ERR5910012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910012/ERR5910012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910012/22530_1#123.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910012/22530_1#123.cram		4472STDY6862166
ERR5910014	SAMEA8725638	ERX5551141	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910014/ERR5910014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910014/ERR5910014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910014/22530_1#125.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910014/22530_1#125.cram		4472STDY6862168
ERR5910016	SAMEA8725641	ERX5551143	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910016/ERR5910016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910016/ERR5910016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910016/22530_1#127.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910016/22530_1#127.cram		4472STDY6862170
ERR5910017	SAMEA8725642	ERX5551144	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910017/ERR5910017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910017/ERR5910017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910017/22530_1#128.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910017/22530_1#128.cram		4472STDY6862171
ERR5910021	SAMEA8725462	ERX5551148	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910021/ERR5910021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910021/ERR5910021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910021/22530_1#132.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910021/22530_1#132.cram		4472STDY6861987
ERR5910022	SAMEA8725463	ERX5551149	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#133	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910022/ERR5910022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910022/ERR5910022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910022/22530_1#133.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910022/22530_1#133.cram		4472STDY6861988
ERR5910027	SAMEA8725644	ERX5551154	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910027/ERR5910027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910027/ERR5910027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910027/22530_1#138.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910027/22530_1#138.cram		4472STDY6862173
ERR5910028	SAMEA8725645	ERX5551155	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5910028/ERR5910028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5910028/ERR5910028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910028/22530_1#139.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910028/22530_1#139.cram		4472STDY6862174
ERR5910030	SAMEA8725647	ERX5551157	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910030/ERR5910030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910030/ERR5910030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910030/22530_1#141.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910030/22530_1#141.cram		4472STDY6862176
ERR5910031	SAMEA8725648	ERX5551158	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910031/ERR5910031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910031/ERR5910031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910031/22530_1#142.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910031/22530_1#142.cram		4472STDY6862177
ERR5910033	SAMEA8725650	ERX5551160	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910033/ERR5910033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910033/ERR5910033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910033/22530_1#144.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910033/22530_1#144.cram		4472STDY6862179
ERR5910034	SAMEA8725466	ERX5551161	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910034/ERR5910034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910034/ERR5910034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910034/22530_1#145.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910034/22530_1#145.cram		4472STDY6861992
ERR5910035	SAMEA8725468	ERX5551162	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910035/ERR5910035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910035/ERR5910035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910035/22530_1#146.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910035/22530_1#146.cram		4472STDY6861993
ERR5910036	SAMEA8725469	ERX5551163	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910036/ERR5910036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910036/ERR5910036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910036/22530_1#147.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910036/22530_1#147.cram		4472STDY6861994
ERR5910042	SAMEA8725651	ERX5551169	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910042/ERR5910042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910042/ERR5910042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910042/22530_1#153.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910042/22530_1#153.cram		4472STDY6862180
ERR5910043	SAMEA8725652	ERX5551170	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#154	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910043/ERR5910043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910043/ERR5910043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910043/22530_1#154.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910043/22530_1#154.cram		4472STDY6862181
ERR5910044	SAMEA8725653	ERX5551171	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910044/ERR5910044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910044/ERR5910044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910044/22530_1#155.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910044/22530_1#155.cram		4472STDY6862182
ERR5910046	SAMEA8725655	ERX5551173	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910046/ERR5910046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910046/ERR5910046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910046/22530_1#157.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910046/22530_1#157.cram		4472STDY6862184
ERR5910049	SAMEA8725658	ERX5551176	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910049/ERR5910049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910049/ERR5910049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910049/22530_1#160.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910049/22530_1#160.cram		4472STDY6862187
ERR5910052	SAMEA8725418	ERX5551179	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910052/ERR5910052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910052/ERR5910052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910052/22530_1#163.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910052/22530_1#163.cram		4472STDY6862001
ERR5910053	SAMEA8725473	ERX5551180	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#164	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910053/ERR5910053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910053/ERR5910053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910053/22530_1#164.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910053/22530_1#164.cram		4472STDY6862002
ERR5910054	SAMEA8725474	ERX5551181	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#165	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910054/ERR5910054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5910054/ERR5910054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910054/22530_1#165.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910054/22530_1#165.cram		4472STDY6862003
ERR5910055	SAMEA8725475	ERX5551182	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910055/ERR5910055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5910055/ERR5910055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910055/22530_1#166.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910055/22530_1#166.cram		4472STDY6862004
ERR5910056	SAMEA8725476	ERX5551183	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910056/ERR5910056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5910056/ERR5910056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910056/22530_1#167.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910056/22530_1#167.cram		4472STDY6862005
ERR5910057	SAMEA8725477	ERX5551184	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#168	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910057/ERR5910057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5910057/ERR5910057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910057/22530_1#168.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910057/22530_1#168.cram		4472STDY6862006
ERR5910060	SAMEA8725660	ERX5551187	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910060/ERR5910060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5910060/ERR5910060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910060/22530_1#171.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910060/22530_1#171.cram		4472STDY6862189
ERR5910061	SAMEA8725661	ERX5551188	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910061/ERR5910061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5910061/ERR5910061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910061/22530_1#172.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910061/22530_1#172.cram		4472STDY6862190
ERR5910062	SAMEA8725662	ERX5551189	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910062/ERR5910062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5910062/ERR5910062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910062/22530_1#173.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910062/22530_1#173.cram		4472STDY6862191
ERR5910063	SAMEA8725663	ERX5551190	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910063/ERR5910063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5910063/ERR5910063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910063/22530_1#174.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910063/22530_1#174.cram		4472STDY6862192
ERR5910069	SAMEA8725481	ERX5551196	PRJEB44892	5821	Plasmodium berghei	SC_EXP_22530_1#180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910069/ERR5910069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5910069/ERR5910069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5910069/22530_1#180.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5910069/22530_1#180.cram		4472STDY6862010
