# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/counts/2018_vs_2023_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam
PY17X_0711200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	588182;588408;588578;588760;589258;589458;589620;589835;590028;590298;590481;590708;590934;591228;592569;593637;594212	588229;588462;588670;589089;589337;589529;589665;589902;590118;590378;590615;590831;591099;592460;593469;594052;594376	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4104	72	31	64	20979	22530	22407
PY17X_0711300	Py17X_07_v3	595348	596985	+	1638	43	64	61	350	222	386
PY17X_0711400	Py17X_07_v3;Py17X_07_v3	599036;599642	599475;600197	+;+	996	131307	110656	151873	1807	2221	2060
PY17X_0711500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	600894;601139;601417;601596;601877;602069;602417;602640;602811;602956;603131;603324;603486	600998;601193;601510;601715;601943;602290;602534;602698;602861;603009;603166;603383;603584	-;-;-;-;-;-;-;-;-;-;-;-;-	1140	4038	3727	4647	321	261	343
PY17X_0711600	Py17X_07_v3	604797	606842	-	2046	464	529	720	64	60	53
PY17X_0711700	Py17X_07_v3	607775	610618	-	2844	217	199	337	546	961	1004
PY17X_0711800	Py17X_07_v3	611904	613961	-	2058	1594	1560	1508	119	112	104
PY17X_0711900	Py17X_07_v3;Py17X_07_v3	614975;615173	615018;616031	-;-	903	231	264	386	18	17	25
PY17X_0712000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	617271;617757;618504;618694;620705	617623;618379;618591;620622;621344	+;+;+;+;+	3633	2949	2083	2639	6696	7324	6927
PY17X_0712100	Py17X_07_v3	622093	624141	-	2049	77997	40874	62944	35169	37215	42388
PY17X_0712200	Py17X_07_v3	627028	628062	+	1035	2069	2841	3434	50	50	56
PY17X_0712300	Py17X_07_v3;Py17X_07_v3	630377;633383	633253;633466	+;+	2961	2661	2134	2639	57987	61838	57159
PY17X_0712400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	634880;635082;635293;635428;635646;635880;636058;636295;636455;636799;636995	634946;635126;635322;635482;635713;635958;636168;636346;636631;636840;637132	+;+;+;+;+;+;+;+;+;+;+	864	114373	99031	143854	6317	6762	7052
PY17X_0712500	Py17X_07_v3;Py17X_07_v3	639077;639931	639766;639957	-;-	717	2196	2025	3320	15629	20254	20155
PY17X_0712600	Py17X_07_v3;Py17X_07_v3	644076;644274	644078;644852	+;+	582	2293	2196	3008	1406	1743	2093
PY17X_0712700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	645230;645367;645754;646791	645283;645503;646503;647472	-;-;-;-	1623	760	960	1350	251	308	339
PY17X_0712800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	648716;648979;649716;650150	648744;649567;649801;650234	-;-;-;-	789	21552	15597	23805	114705	144284	144142
PY17X_0712900	Py17X_07_v3;Py17X_07_v3	653075;653364	653143;655136	-;-	1842	6341	7030	5759	115	124	132
PY17X_0713000	Py17X_07_v3	657199	658329	-	1131	2284	1976	2213	485	671	486
PY17X_0713100	Py17X_07_v3	662701	662997	+	297	175830	163168	187201	3000	3328	3631
PY17X_0713200	Py17X_07_v3;Py17X_07_v3	664274;664429	664294;664572	-;-	165	1437	1330	1854	4486	5468	5375
PY17X_0713300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	666143;666444;666682;666924;667101;667240;667524;667741;667926;668125;668348;668566;668834;669084;669422;669888;670367;670817;671128;671308;671512;671682;671866;672013;672165;672337;672563;672728;672975;673135;673405	666200;666536;666795;666956;667127;667428;667583;667812;667991;668208;668470;668646;668956;669274;669791;670262;670732;671035;671202;671346;671544;671711;671898;672069;672209;672402;672637;672799;673037;673236;673517	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3447	4603	4024	5623	2004	2015	2252
PY17X_0713400	Py17X_07_v3;Py17X_07_v3	674922;675291	675030;678181	+;+	3000	14064	11977	15651	305	267	277
PY17X_0713500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	678609;678892;679126;679272;679599;679922	678746;679026;679178;679366;679707;679952	-;-;-;-;-;-	561	3144	2310	3292	183	189	162
PY17X_0713600	Py17X_07_v3;Py17X_07_v3	680720;682739	682303;682816	+;+	1662	2442	2388	2402	2314	3016	2601
PY17X_0713700	Py17X_07_v3	685856	691594	+	5739	4574	2627	3771	26107	22593	22648
PY17X_0713800	Py17X_07_v3	693181	695184	+	2004	3446	3309	3606	92	126	105
PY17X_0713900	Py17X_07_v3	695825	698089	-	2265	774	778	816	2625	2675	2337
PY17X_0714000	Py17X_07_v3	698681	699892	-	1212	503	559	719	1255	1134	1353
PY17X_0714100	Py17X_07_v3	700672	701517	-	846	461	441	819	13221	12485	13991
PY17X_0714200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	703216;703480;704154;704314;704643;704875	703308;704037;704229;704466;704769;704908	+;+;+;+;+;+	1041	252930	212178	277113	2117	2461	2474
PY17X_0714300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	704972;705084;705379;705626	704994;705177;705545;705755	-;-;-;-	414	16567	11522	12869	239	249	245
PY17X_0714400	Py17X_07_v3	706825	709971	+	3147	8709	7801	8748	320	327	273
PY17X_0714500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	710928;711321;711786	710998;711693;711857	-;-;-	516	72978	61849	81646	493	457	616
PY17X_0714600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	713403;713686;713977	713420;713849;714538	-;-;-	744	4972	4419	5609	6225	5248	8572
PY17X_0714700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	716019;716254;716459;716818;717079;717216;717380;717550;717751;717880;718072	716045;716364;716675;716940;717110;717279;717426;717606;717775;718067;718419	+;+;+;+;+;+;+;+;+;+;+	1239	30	53	70	6077	6181	6957
PY17X_0714800	Py17X_07_v3	719993	720622	+	630	4954	4008	4788	458	346	426
PY17X_0714900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	721334;721540;721711;721927	721401;721582;721836;722244	-;-;-;-	555	28	35	83	39	74	42
PY17X_0715000	Py17X_07_v3	722996	724321	+	1326	647	431	575	150	123	177
PY17X_0715100	Py17X_07_v3	724714	726774	-	2061	6	11	15	36	56	43
PY17X_0715200	Py17X_07_v3	729191	733693	+	4503	6186	4457	6299	18620	18059	17624
PY17X_0715300	Py17X_07_v3;Py17X_07_v3	734760;735910	735810;735962	+;+	1104	31	19	30	3	2	0
PY17X_0715400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	737056;737228;737474;737759;738011;738289;738517;738756;738957;739189	737068;737290;737607;737851;738184;738354;738573;738823;739068;739218	+;+;+;+;+;+;+;+;+;+	810	5118	4336	5907	5448	4890	7307
PY17X_0715500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	739288;739578;739851;740390;740860	739366;739716;740214;740709;741412	-;-;-;-;-	1455	1227	1277	1479	392	330	405
PY17X_0715600	Py17X_07_v3;Py17X_07_v3	742283;742590	742489;742868	+;+	486	2634	2368	2946	98	91	92
PY17X_0715700	Py17X_07_v3	744464	745360	+	897	506	519	398	882	1101	1111
PY17X_0715800	Py17X_07_v3;Py17X_07_v3	746186;747642	747274;747740	-;-	1188	2220	1887	2495	1746	1800	2125
PY17X_0715900	Py17X_07_v3	749084	750127	-	1044	757	501	666	235	250	165
PY17X_0716000	Py17X_07_v3	751283	752116	+	834	1068	1122	1886	297	351	279
PY17X_0716100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	752511;752740;752912;755407	752601;752827;755232;755501	-;-;-;-	2595	1077	1015	1314	1649	1323	1596
PY17X_0716200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	756016;756130;756324;756460;756734;756970;757155;757383;757565;757731;757957;758181;758362;758659;759288;759805;760174;760420;760635;760909;762128	756042;756238;756374;756589;756820;757063;757262;757456;757625;757851;758081;758228;758454;759177;759674;759926;760276;760542;760751;761906;762215	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3585	11667	10592	10735	24341	23973	23801
PY17X_0716300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	763137;763515;763706;763953	763396;763611;763771;767873	-;-;-;-	4344	386	316	530	209	206	229
PY17X_0716400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	773489;773604;773823;774125;774351	773504;773706;773993;774257;774380	-;-;-;-;-	453	1024	879	1062	52	30	102
PY17X_0716500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	776157;776353;776645;776836	776192;776537;776687;776901	-;-;-;-	330	503	530	646	13	18	10
PY17X_0716600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	778168;778408;778674	778222;778476;779482	+;+;+	933	91	67	106	187	164	246
PY17X_0716700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	779905;780237;780436;780775;780955;781203;781418;781622	780115;780310;780577;780866;781089;781300;781528;781808	-;-;-;-;-;-;-;-	1050	848	749	821	98026	120447	120237
PY17X_0716800	Py17X_07_v3;Py17X_07_v3	782932;783788	783603;783874	-;-	759	6068	4660	6101	4061	4542	4815
PY17X_0716900	Py17X_07_v3	784935	786743	+	1809	1884	1786	2097	2480	2630	2993
PY17X_0717000	Py17X_07_v3	787359	787688	-	330	14	8	7	23	8	5
PY17X_0717100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	789407;789560;789777;789966;790185;790340;790534;790826;791031;791326;791504	789436;789635;789859;790065;790258;790394;790659;790892;791103;791406;791563	+;+;+;+;+;+;+;+;+;+;+	825	267	257	327	721	796	791
PY17X_0717200	Py17X_07_v3	792112	793254	-	1143	2397	2519	2573	52	75	63
PY17X_0717300	Py17X_07_v3	793942	795204	+	1263	696	699	912	424	374	341
PY17X_0717400	Py17X_07_v3	795302	800347	-	5046	4613	3754	5456	185657	168874	172549
PY17X_0717500	Py17X_07_v3;Py17X_07_v3	802090;805147	804733;806294	+;+	3792	3900	3999	4511	16020	14637	14476
PY17X_0717600	Py17X_07_v3	806882	807523	-	642	347	344	370	24	35	34
PY17X_0717700	Py17X_07_v3;Py17X_07_v3	808521;808831	808676;809409	+;+	735	7573	8090	8928	143	147	144
PY17X_0717800	Py17X_07_v3	809777	810469	-	693	4010	4540	4981	48	55	43
PY17X_0717900	Py17X_07_v3	811466	812764	-	1299	972	888	1160	223	257	289
PY17X_0718000	Py17X_07_v3;Py17X_07_v3	814088;814907	814613;814998	-;-	618	10183	7925	10520	8654	11035	10581
PY17X_0718100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	818280;818479;818653;818892;819105;819435	818335;818542;818742;818989;819182;820467	-;-;-;-;-;-	1419	502	420	705	3065	3126	3035
PY17X_0718200	Py17X_07_v3	821826	823562	-	1737	95	89	129	22	44	34
PY17X_0718300	Py17X_07_v3	825560	827530	+	1971	27	12	23	32	38	44
PY17X_0718400	Py17X_07_v3	828056	828691	-	636	44	21	46	110	168	121
PY17X_0718500	Py17X_07_v3	829407	833096	-	3690	129	65	243	84	86	124
PY17X_0718600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	835389;835810;838789;839070	835664;838530;838841;839106	+;+;+;+	3087	11199	9227	12509	546	575	575
PY17X_0718700	Py17X_07_v3	839548	840246	-	699	2522	1909	1861	71	120	82
PY17X_0718800	Py17X_07_v3	841986	842861	+	876	748	752	918	523	362	748
PY17X_0718900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	845224;845429;845788	845240;845490;846284	+;+;+	576	6263	5333	7325	39217	42591	44352
PY17X_0719000	Py17X_07_v3;Py17X_07_v3	847137;847337	847187;852943	-;-	5658	2281	2624	2106	75	149	80
PY17X_0719100	Py17X_07_v3;Py17X_07_v3	854443;855137	854974;855456	+;+	852	9148	13436	11479	13	7	23
PY17X_0719200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	856185;856407;856654;856875	856225;856552;856740;858037	-;-;-;-	1437	1784	1558	1954	124	83	152
PY17X_0719300	Py17X_07_v3	860599	862365	+	1767	373	303	488	12200	13421	15062
PY17X_0719400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	863124;863350;863572;863791	863183;863444;863627;865550	-;-;-;-	1971	1285	900	925	462	568	588
PY17X_0719500	Py17X_07_v3	867665	882136	+	14472	1702	1157	1444	7975	6784	6696
PY17X_0719600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	882587;882779;882923;883097;883284;883446;883622;883843;884100;884410;884583;884807	882655;882832;882993;883145;883344;883524;883692;883963;884212;884478;884664;884858	-;-;-;-;-;-;-;-;-;-;-;-	891	346	328	397	3581	3741	4266
PY17X_0719700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	885828;887910;888513;888924	887742;888385;888625;888999	-;-;-;-	2580	4154	2985	3580	119504	108768	104347
PY17X_0719800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	890065;890229;890532;890724;890955;891174	890110;890323;890615;890829;891001;892100	+;+;+;+;+;+	1305	10298	12284	10903	4495	4307	5312
PY17X_0719900	Py17X_07_v3	892696	894408	-	1713	253	262	274	3788	2785	3900
PY17X_0720000	Py17X_07_v3	896356	898605	+	2250	10	11	8	28830	40159	29522
PY17X_0720100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	899204;900432;902629;902875;903184;903501;906021;908423;913863;914057	900254;902482;902741;902993;903383;905756;908197;913691;913940;914143	+;+;+;+;+;+;+;+;+;+	13401	71	53	43	80463	59555	64764
PY17X_0720200	Py17X_07_v3	914761	917952	-	3192	1677	1099	1433	28752	32543	30027
PY17X_0720300	Py17X_07_v3	920645	921949	+	1305	732	581	970	7057	7916	9402
PY17X_0720400	Py17X_07_v3	922838	925030	-	2193	7388	5448	8893	74986	74121	78366
PY17X_0720500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	930892;931075;931360	930972;931219;931484	+;+;+	351	74	70	62	5	19	12
PY17X_0720600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	931655;931827;931997;932331;932636;932889	931693;931910;932179;932430;932733;932948	-;-;-;-;-;-	564	191	199	234	191	176	161
PY17X_0720700	Py17X_07_v3	934741	939297	+	4557	24	33	17	110	105	87
PY17X_0720800	Py17X_07_v3	940025	941500	+	1476	1775	1724	2136	305	354	356
PY17X_0720900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	942161;942365;942714;942931;943214;943487;943645;943809;943969	942275;942562;942780;943094;943312;943506;943688;943870;943997	+;+;+;+;+;+;+;+;+	798	82386	73136	90121	561	649	611
PY17X_0721000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	945386;946440;946697;946905;947148	946303;946556;946783;946999;947157	+;+;+;+;+	1227	4749	4015	6306	11400	11742	15281
PY17X_0721100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	948126;948322;948579;949038;949431;949609;949895;950171;950377;950588	948221;948399;948887;949298;949490;949700;950011;950270;950456;950729	+;+;+;+;+;+;+;+;+;+	1335	4381	3570	4129	22370	21656	24458
PY17X_0721200	Py17X_07_v3;Py17X_07_v3	951022;951550	951319;952037	+;+	786	316	425	374	67	111	83
PY17X_0721300	Py17X_07_v3	953413	953823	+	411	514	462	650	203	358	373
PY17X_0721400	Py17X_07_v3;Py17X_07_v3	954466;955480	955333;955547	-;-	936	1749	1674	1939	3025	2769	3472
PY17X_0721500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	956539;962145;962636;963209	961965;962501;963114;963536	+;+;+;+	6591	1354	1228	1363	6321	4501	5982
PY17X_0721600	Py17X_07_v3	964096	965679	-	1584	133	152	329	39	55	22
PY17X_0721700	Py17X_07_v3;Py17X_07_v3	967515;967937	967583;968698	+;+	831	8133	5775	7225	1737	1562	2068
PY17X_0721800	Py17X_07_v3	970828	971628	+	801	217	440	236	23	10	24
PY17X_0721900	Py17X_07_v3	972818	973528	-	711	1063	1093	1013	28	59	30
PY17X_0722000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	975622;975775;976051;989486;989814;990087	975654;975896;989345;989609;989918;990219	+;+;+;+;+;+	13812	1173	886	866	2730	2358	2487
PY17X_0722100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	992074;992361;992681;992953;993109;993549	992178;992594;992790;993022;993343;993724	-;-;-;-;-;-	930	446	484	704	121	118	134
PY17X_0722200	Py17X_07_v3	997154	999016	+	1863	1752	1355	1862	375	343	355
PY17X_0722300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1001975;1002099;1003028	1001989;1002914;1003132	+;+;+	936	0	0	0	4	4	2
PY17X_0722400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1005586;1005729;1006716	1005603;1006625;1006778	+;+;+	978	0	0	0	4	2	10
PY17X_0722500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1009160;1009283;1010250	1009174;1010134;1010354	+;+;+	972	0	0	0	0	0	0
PY17X_0722600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1012784;1012927;1013880	1012801;1013790;1013945	+;+;+	948	0	6	2	6	0	0
PY17X_0722700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1016311;1016463;1017416	1016325;1017332;1017481	+;+;+	951	16	14	4	0	0	0
PY17X_0722800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1019922;1020118;1021123	1019978;1021032;1021188	+;+;+	1038	0	3	0	0	0	0
PY17X_0722900	Py17X_07_v3;Py17X_07_v3	1023309;1023550	1023377;1024269	+;+	789	30	52	17	0	6	2
PY17X_0723000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1027312;1027448;1028925	1027326;1028839;1029626	+;+;+	2109	0	0	0	6	0	6
PY17X_0723100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1030119;1030316;1030643;1030914;1031072;1031470	1030160;1030549;1030747;1030982;1031309;1031600	-;-;-;-;-;-	819	2	0	3	0	1	0
PY17X_0723200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1034157;1034306;1035147	1034171;1035064;1035212	+;+;+	840	0	0	0	0	2	4
PY17X_0723300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1037714;1037848;1038680	1037728;1038597;1038745	+;+;+	831	6	1	0	0	0	5
PY17X_0723400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1041102;1041249;1042214	1041116;1042124;1042279	+;+;+	957	6	1	0	0	2	2
PY17X_0723500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1044753;1044901;1045838	1044767;1045749;1045900	+;+;+	927	0	0	0	0	4	1
PY17X_0723600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1048728;1048866;1049768	1048742;1049684;1049854	+;+;+	921	32	19	25	4	11	19
PY17X_0723700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1052227;1052379;1053322	1052241;1053236;1053387	+;+;+	939	0	0	0	2	7	13
PY17X_0723800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1055830;1055982;1056938	1055844;1056848;1057003	+;+;+	948	0	0	0	4	0	0
PY17X_0723900	Py17X_07_v3;Py17X_07_v3	1058233;1058785	1058623;1058915	-;-	522	4	0	6	24	44	42
PY17X_0724000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1059760;1060031;1060345;1060624;1060790;1061172	1059834;1060264;1060454;1060693;1061033;1061302	-;-;-;-;-;-	864	6018	4869	7000	3107	3396	3901
PY17X_API00700	Py17X_API_v3	2	622	+	621	0	0	0	0	0	0
PY17X_API00800	Py17X_API_v3	609	914	-	306	0	0	0	0	0	0
PY17X_API00851	Py17X_API_v3	938	1022	-	85	0	0	0	0	0	0
PY17X_API00900	Py17X_API_v3	1025	1255	-	231	0	0	0	0	0	0
PY17X_API00951	Py17X_API_v3	1286	1358	-	73	0	0	0	0	0	0
PY17X_API01000	Py17X_API_v3	1373	3634	-	2262	0	0	0	0	0	0
PY17X_API01100	Py17X_API_v3	3639	4013	-	375	0	0	0	0	0	0
PY17X_API01131	Py17X_API_v3	4124	4194	-	71	0	0	0	0	0	0
PY17X_API01161	Py17X_API_v3	4212	4275	-	64	0	0	0	0	0	0
PY17X_API01200	Py17X_API_v3	4298	4369	+	72	0	0	0	0	0	0
PY17X_API01300	Py17X_API_v3	4346	4582	-	237	0	0	0	0	0	0
PY17X_API01400	Py17X_API_v3	4585	5814	-	1230	0	0	2	0	0	0
PY17X_API01500	Py17X_API_v3	5868	6290	-	423	0	0	0	0	0	0
PY17X_API01600	Py17X_API_v3	6306	6683	-	378	0	0	0	0	0	0
PY17X_API01700	Py17X_API_v3	6689	7081	-	393	0	0	0	0	0	0
PY17X_API01800	Py17X_API_v3	7078	7188	-	111	0	0	0	0	0	0
PY17X_API01900	Py17X_API_v3	7197	7439	-	243	0	0	0	0	0	0
PY17X_API02000	Py17X_API_v3	7436	8176	-	741	0	0	0	0	0	0
PY17X_API02100	Py17X_API_v3	8185	8706	-	522	0	0	0	0	0	0
PY17X_API02200	Py17X_API_v3	8732	9118	-	387	0	0	0	0	0	0
PY17X_API02300	Py17X_API_v3	9118	9480	-	363	0	0	0	0	0	0
PY17X_API02400	Py17X_API_v3	9477	9701	-	225	0	0	0	0	0	0
PY17X_API02500	Py17X_API_v3	9709	10104	-	396	0	0	0	0	0	0
PY17X_API02600	Py17X_API_v3	10123	10758	-	636	0	0	0	0	0	0
PY17X_API02700	Py17X_API_v3	10765	11037	-	273	0	0	0	0	0	0
PY17X_API02800	Py17X_API_v3	11056	11796	-	741	0	0	0	0	0	0
PY17X_API02900	Py17X_API_v3	11793	12020	-	228	0	0	0	0	0	0
PY17X_API03000	Py17X_API_v3	12022	12621	-	600	0	0	0	0	0	0
PY17X_API03100	Py17X_API_v3	12648	12719	-	72	0	0	0	0	0	0
PY17X_API03200	Py17X_API_v3	12735	12805	-	71	0	0	0	0	0	0
PY17X_API03300	Py17X_API_v3	12813	12885	-	73	0	0	0	0	0	0
PY17X_API03400	Py17X_API_v3	12895	12969	-	75	0	0	0	0	0	0
PY17X_API03500	Py17X_API_v3	12983	13072	-	90	0	0	0	0	0	0
PY17X_API03600	Py17X_API_v3	13082	13165	-	84	0	0	0	0	0	0
PY17X_API03621	Py17X_API_v3	13171	13257	-	87	0	0	0	0	0	0
PY17X_API03641	Py17X_API_v3	13529	13601	-	73	0	0	0	0	0	0
PY17X_API03661	Py17X_API_v3	13616	13687	-	72	0	0	0	0	0	0
