# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/reference/PlasmoDB-62_PbergheiANKA.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/featurecounts/pb_2017_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam
PBANKA_1009800	PbANKA_10_v3	449488	450789	-	1302	2647	2025	2248	1117	729	677
PBANKA_1009900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	451620;451881;452200;452509	451739;452113;452329;453042	-;-;-;-	1017	36949	32432	34802	496	771	217
PBANKA_1010000	PbANKA_10_v3	453755	454513	-	759	2622	2138	1442	5488	5707	2549
PBANKA_1010100	PbANKA_10_v3	456614	457102	+	489	594	491	393	813	676	438
PBANKA_1010200	PbANKA_10_v3	458431	460146	-	1716	1870	1642	1647	1952	1743	795
PBANKA_1010300	PbANKA_10_v3	461674	483465	+	21792	2542	3577	2330	3514	3657	2655
PBANKA_1010400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	484969;485161;485305;485586	485008;485205;485475;486163	+;+;+;+	834	314	310	438	250	359	118
PBANKA_1010500	PbANKA_10_v3	486878	488557	-	1680	3232	3249	1904	13577	15485	12938
PBANKA_1010600	PbANKA_10_v3;PbANKA_10_v3	491601;491978	491679;492348	+;+	450	5623	5061	3909	12895	15898	15646
PBANKA_1010700	PbANKA_10_v3	493007	494203	-	1197	828	760	640	609	648	460
PBANKA_1010800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	495037;495417;495727;496047;496335;496526	495213;495516;495961;496193;496423;496551	+;+;+;+;+;+	774	1824	1721	1336	3383	3381	1610
PBANKA_1010900	PbANKA_10_v3	497612	503464	-	5853	530	501	696	4227	2701	4341
PBANKA_1011100	PbANKA_10_v3	504802	511677	+	6876	1075	866	1407	11665	6344	12039
PBANKA_1011200	PbANKA_10_v3;PbANKA_10_v3	513048;518358	518170;518598	+;+	5364	355	329	370	2249	1438	2420
PBANKA_1011300	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	518681;518894;519224	518764;519040;519292	-;-;-	300	588	490	393	3028	3233	3085
PBANKA_1011400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	522597;526974;527183;527358	526788;527092;527251;527396	+;+;+;+	4419	2562	2270	2227	48591	45629	61253
PBANKA_1011500	PbANKA_10_v3	530471	544840	+	14370	1665	1924	1669	4683	4670	3642
PBANKA_1011600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	545257;545482;546580;546815	545361;546459;546661;547014	-;-;-;-	1365	5844	5153	5417	739	887	609
PBANKA_1011700	PbANKA_10_v3	548790	551624	+	2835	446	325	461	7394	6175	9833
PBANKA_1011800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	552073;552401;552594;555263	552303;552495;555008;555476	-;-;-;-	2955	675	639	515	1553	1298	912
PBANKA_1011900	PbANKA_10_v3;PbANKA_10_v3	556097;556394	556153;556504	+;+	168	466	386	333	669	622	222
PBANKA_1012000	PbANKA_10_v3;PbANKA_10_v3	557718;558563	558446;558628	+;+	795	407	323	344	174	144	125
PBANKA_1012100	PbANKA_10_v3	559590	561518	+	1929	1245	1058	1052	2121	1970	1313
PBANKA_1012200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	563074;563405;563754	563172;563558;564175	+;+;+	675	2060	1716	1900	6544	6523	8335
PBANKA_1012300	PbANKA_10_v3	565360	568737	+	3378	935	994	868	3353	3595	3602
PBANKA_1012400	PbANKA_10_v3;PbANKA_10_v3	568836;569269	569070;570446	-;-	1413	753	835	862	4350	4242	5108
PBANKA_1012500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	571641;571820;572273;572623;572802;573007;573346;573545;573830;574052;574209;574540;576036;577072;577270;577613;578076;578227	571663;572055;572522;572702;572869;573231;573416;573664;573964;574114;574343;575915;576928;577164;577505;577964;578120;578292	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4467	3234	2995	3348	12031	10613	14890
PBANKA_1012600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	579768;582298;584395	582212;584305;584561	+;+;+	4620	93	102	121	1358	1034	1279
PBANKA_1012700	PbANKA_10_v3;PbANKA_10_v3	584790;587029	586907;589356	-;-	4446	134	102	117	5732	5452	5024
PBANKA_1012800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	590112;590367;590739;590964;591454;591720;592002	590180;590625;590841;591159;591588;591790;592038	-;-;-;-;-;-;-	870	1867	1836	1497	3036	2945	1625
PBANKA_1012900	PbANKA_10_v3	593425	594609	+	1185	170	147	135	492	445	366
PBANKA_1013000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	595556;595886;596088;596312;596512;596651;596914;597074;597276;597446	595759;595960;596156;596404;596573;596806;596979;597147;597367;598765	-;-;-;-;-;-;-;-;-;-	2211	2225	2093	2527	8590	8571	12986
PBANKA_1013100	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	600258;600770;601000	600540;600834;601122	-;-;-	471	4748	4684	3514	6648	7642	3277
PBANKA_1013200	PbANKA_10_v3	602622	603998	-	1377	7289	6053	8125	3975	1975	3923
PBANKA_1013300	PbANKA_10_v3	606000	607799	+	1800	991	929	1262	1644	1004	1454
PBANKA_1013400	PbANKA_10_v3;PbANKA_10_v3	609676;611948	611832;612244	+;+	2454	550	494	663	1746	1526	1839
PBANKA_1013500	PbANKA_10_v3;PbANKA_10_v3	612334;612520	612441;614838	-;-	2427	1988	1690	1642	2947	2882	1718
PBANKA_1013600	PbANKA_10_v3	616220	617158	-	939	294	259	216	5129	4090	5950
PBANKA_1013700	PbANKA_10_v3;PbANKA_10_v3	618228;619008	618809;619190	+;+	765	1361	1020	1041	2664	2708	3016
PBANKA_1013800	PbANKA_10_v3	620398	620916	+	519	5076	4924	4723	4934	5213	5317
PBANKA_1013900	PbANKA_10_v3	621228	621947	-	720	760	586	649	11026	11284	13848
PBANKA_1014000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	622905;624455;624827	624295;624502;624920	-;-;-	1533	754	632	536	1526	1402	878
PBANKA_1014100	PbANKA_10_v3	625649	628027	-	2379	238	203	232	3698	2804	4470
PBANKA_1014200	PbANKA_10_v3	628547	629767	-	1221	183	157	202	2724	1504	3471
PBANKA_1014300	PbANKA_10_v3	630312	632336	-	2025	981	875	784	2729	2926	2400
PBANKA_1014400	PbANKA_10_v3	633605	639883	+	6279	2665	1935	2411	1552	1387	650
PBANKA_1014500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	640434;640667;640969;641173;641942;642195;642416;642895	640520;640852;641031;641850;642062;642268;642781;643143	-;-;-;-;-;-;-;-	1824	4658	3630	4397	466	754	243
PBANKA_1014600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	644258;644508;644700;644927;645177	644360;644572;644774;645077;645736	-;-;-;-;-	954	701	620	521	2189	1924	1959
PBANKA_1014700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	647308;648131;648470	647931;648361;648526	+;+;+	912	358	301	269	651	613	633
PBANKA_1014800	PbANKA_10_v3	648802	652728	-	3927	7374	8132	7510	6321	5821	6972
PBANKA_1014900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	654009;654198;654611	654077;654513;657996	-;-;-	3771	3456	3329	3351	12000	13519	13620
PBANKA_1015000	PbANKA_10_v3	659757	660800	+	1044	5675	5149	5220	1082	1082	537
PBANKA_1015100	PbANKA_10_v3	661017	661571	-	555	445	449	438	306	247	159
PBANKA_1015200	PbANKA_10_v3	662822	664798	-	1977	420	380	349	697	656	362
PBANKA_1015300	PbANKA_10_v3	665274	672194	-	6921	408	407	269	1307	937	1037
PBANKA_1015400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	673385;673548;673742;673843;674055;674263;674458;674579;674674;674893;675095;675291;675486;675787;675988;676151	673436;673587;673758;673975;674155;674354;674496;674594;674759;674961;675203;675356;675547;675889;676041;676227	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1116	39305	33694	36583	1829	2272	1126
PBANKA_1015500	PbANKA_10_v3	677715	680060	+	2346	1218	1118	1633	2471	1774	2740
PBANKA_1015600	PbANKA_10_v3	680941	682593	-	1653	476	426	411	638	655	316
PBANKA_1015700	PbANKA_10_v3	683834	684451	+	618	240	206	204	138	156	65
PBANKA_1015800	PbANKA_10_v3	686027	689104	+	3078	956	834	1071	1089	853	854
PBANKA_1015900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	689167;689439;689629	689361;689528;690342	-;-;-	999	1196	1141	1071	2372	2239	2698
PBANKA_1016000	PbANKA_10_v3	691418	692215	+	798	3818	3649	3691	1624	1666	1582
PBANKA_1016100	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	692599;692822;693024;693181;693414;693654;693844;694269	692736;692930;693088;693315;693560;693698;694017;694346	-;-;-;-;-;-;-;-	891	677	543	577	576	528	332
PBANKA_1016200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	694757;695127;695343;700668;700979	695047;695261;700548;700791;701057	-;-;-;-;-	5835	2264	2123	2475	1032	785	787
PBANKA_1016300	PbANKA_10_v3;PbANKA_10_v3	704094;704401	704205;705422	+;+	1134	3180	3023	2744	4449	5268	2204
PBANKA_1016400	PbANKA_10_v3	705761	707851	-	2091	810	846	873	1026	864	822
PBANKA_1016500	PbANKA_10_v3	709486	711267	+	1782	935	958	1044	2382	2560	2877
PBANKA_1016600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	711532;711681;711838;712030;712184;712402;712894	711597;711745;711912;712079;712311;712746;713403	-;-;-;-;-;-;-	1239	437	480	564	385	309	222
PBANKA_1016700	PbANKA_10_v3	715143	715982	-	840	8857	8549	7976	64478	72820	98198
PBANKA_1016800	PbANKA_10_v3	719152	719892	+	741	268	189	139	785	574	486
PBANKA_1016900	PbANKA_10_v3	720929	721120	+	192	676	584	520	1246	1157	1432
PBANKA_1017000	PbANKA_10_v3	721679	723115	-	1437	69	43	76	75	40	52
PBANKA_1017100	PbANKA_10_v3	724592	727027	-	2436	348	355	247	2121	2197	2023
PBANKA_1017200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	728860;729136;729361;729677;729956;731022	729028;729243;729499;729779;730889;731149	+;+;+;+;+;+	1581	798	805	773	2515	1997	2584
PBANKA_1017300	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	737404;737587;737813;738086;738307;738466;738764	737460;737692;737928;738221;738371;738682;742458	-;-;-;-;-;-;-	4392	22837	24017	23126	13794	13105	15208
PBANKA_1017400	PbANKA_10_v3;PbANKA_10_v3	743894;744001	743921;744377	-;-	405	789	667	701	1747	1636	1624
PBANKA_1017500	PbANKA_10_v3	745436	748591	-	3156	438	625	474	333	345	292
PBANKA_1017600	PbANKA_10_v3	749475	752771	-	3297	1157	903	1472	869	554	577
PBANKA_1017700	PbANKA_10_v3	753786	754052	+	267	2353	1979	1851	1693	1961	1395
PBANKA_1017800	PbANKA_10_v3;PbANKA_10_v3	754685;759890	759702;760349	-;-	5478	1848	1704	1859	5150	4136	4741
PBANKA_1017900	PbANKA_10_v3	763655	767017	+	3363	2233	2129	2466	2050	1731	1385
PBANKA_1018000	PbANKA_10_v3	767607	771770	+	4164	485	413	436	347	381	142
PBANKA_1018100	PbANKA_10_v3	772594	774564	+	1971	21060	21316	20789	5873	5630	5791
PBANKA_1018200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	775207;775458;775945	775315;775676;776063	+;+;+	447	108	43	105	7359	6052	8865
PBANKA_1018300	PbANKA_10_v3	776436	778214	+	1779	740	696	906	13520	10662	15876
PBANKA_1018400	PbANKA_10_v3	779645	780826	+	1182	1876	1700	1597	2291	1923	1106
PBANKA_1018500	PbANKA_10_v3	782789	783313	+	525	1402	1344	804	4099	4566	2002
PBANKA_1018600	PbANKA_10_v3	785032	785517	+	486	3919	3457	2609	9923	10738	6351
PBANKA_1018700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	787049;787487;788267;788453	787334;788150;788341;788522	+;+;+;+	1095	1125	938	724	2428	2446	1401
PBANKA_1018800	PbANKA_10_v3	788987	791218	-	2232	4082	3866	4249	4259	4697	5981
PBANKA_1018900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	792065;792399;792612;792856	792298;792489;792750;793504	-;-;-;-	1113	656	655	713	1837	1440	1444
PBANKA_1019000	PbANKA_10_v3;PbANKA_10_v3	794271;794767	794587;794956	-;-	507	430	424	554	3022	2723	3831
PBANKA_1019100	PbANKA_10_v3	795710	798691	-	2982	770	684	754	2149	1365	1953
PBANKA_1019200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	799573;800194;800682;800914;801119;801399;801581	799609;800531;800777;800988;801302;801484;801655	+;+;+;+;+;+;+	891	1761	1559	1481	2299	1888	1791
PBANKA_1019300	PbANKA_10_v3	802186	803430	+	1245	212	148	155	247	216	142
PBANKA_1019310	PbANKA_10_v3	803596	803739	-	144	3	14	8	14	10	12
PBANKA_1019320	PbANKA_10_v3	803905	804173	-	269	84	106	60	463	481	493
PBANKA_1019330	PbANKA_10_v3	804397	804483	-	87	99	115	61	604	533	588
PBANKA_1019360	PbANKA_10_v3	805030	805128	-	99	48	48	53	533	357	562
PBANKA_1019370	PbANKA_10_v3	806551	806627	-	77	8	16	10	16	34	20
PBANKA_1019380	PbANKA_10_v3	806827	806931	-	105	10	6	7	18	44	13
PBANKA_1019400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	807057;807745;808339	807593;808059;808341	-;-;-	855	10804	8910	7848	18845	20654	10988
PBANKA_1019500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	810030;810505;811623	810102;811283;811652	+;+;+	882	15060	12976	12029	17164	19605	11793
PBANKA_1019520	PbANKA_10_v3	810279	810428	+	150	59	39	27	87	118	59
PBANKA_1019540	PbANKA_10_v3	811393	811466	+	74	36	21	31	87	88	46
PBANKA_1019560	PbANKA_10_v3	812193	812267	+	75	2	1	1	3	0	1
PBANKA_1019580	PbANKA_10_v3	812462	812554	+	93	7	7	8	10	10	6
PBANKA_1019600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	813138;813463;814816	813252;814644;817601	-;-;-	4083	1151	1190	899	2376	2725	1808
PBANKA_1019700	PbANKA_10_v3	820659	824189	+	3531	4035	4065	3217	7694	8881	6962
PBANKA_1019800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	825024;825160;825356;825552;825760;825920;826119;826295;826903	825061;825223;825418;825657;825824;825991;826175;826583;827003	-;-;-;-;-;-;-;-;-	855	19205	18749	16909	673	842	431
PBANKA_1019900	PbANKA_10_v3;PbANKA_10_v3	829704;833488	833280;833588	+;+	3678	20	39	23	615	412	479
PBANKA_1020000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	833698;837690;837856;838048	837549;837769;837898;838095	-;-;-;-	4023	5132	4141	5205	307	437	159
PBANKA_1020100	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	838445;838646;838887;839133;839372;839826;840227;840519;841122;841285;841530;841727;842033;842212;842458;842823	838559;838806;838991;839236;839728;840130;840384;841036;841202;841445;841609;841852;842125;842338;842596;843057	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2865	2993	2787	2934	3038	2850	2201
PBANKA_1020200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	843829;844022;844229;844382;844633;844786;844942;845873	843855;844081;844258;844455;844690;844851;845684;846092	-;-;-;-;-;-;-;-	1278	1116	1069	816	1660	1659	988
PBANKA_1020300	PbANKA_10_v3	846713	848518	-	1806	25607	19403	26890	2720	1588	2319
PBANKA_1020400	PbANKA_10_v3	851197	852711	+	1515	761	817	703	1685	1831	1541
PBANKA_1020500	PbANKA_10_v3	853371	854999	-	1629	556	435	524	2091	1891	2517
PBANKA_1020600	PbANKA_10_v3	856834	858291	+	1458	404	399	283	2115	1883	1690
PBANKA_1020700	PbANKA_10_v3	859029	861950	-	2922	1232	1184	1033	3317	3813	2691
PBANKA_1020800	PbANKA_10_v3	863452	864870	-	1419	3506	3276	3800	3061	2252	3494
PBANKA_1020900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	866086;866430;867387;867797	866346;867290;867650;867931	-;-;-;-	1521	1801	1625	1646	4651	5117	5831
PBANKA_1021000	PbANKA_10_v3	868938	873029	-	4092	676	563	682	1014	880	712
PBANKA_1021100	PbANKA_10_v3	874347	875312	+	966	2277	2312	2341	658	601	540
PBANKA_1021200	PbANKA_10_v3	876811	877749	+	939	1986	1965	2395	804	654	554
PBANKA_1021300	PbANKA_10_v3	879003	880076	+	1074	767	739	635	1671	1595	1141
PBANKA_1021400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	880698;880986;881207	880830;881053;881287	+;+;+	282	738	556	648	912	813	397
PBANKA_1021500	PbANKA_10_v3	881428	881925	+	498	341	393	254	478	484	230
PBANKA_1021600	PbANKA_10_v3	882577	883953	+	1377	273	221	249	128	102	34
PBANKA_1021700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	884660;884796;884957;886305	884693;884856;886133;887108	-;-;-;-	2076	1326	1369	1287	2427	2391	2124
PBANKA_1021800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	887250;887541;887736	887416;887610;887801	-;-;-	303	322	258	309	212	173	102
PBANKA_1021900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	888469;888684;889158;889308;889502;890057	888514;888979;889214;889373;889894;890062	+;+;+;+;+;+	864	398	394	367	375	350	179
PBANKA_1022000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	891797;891946;892349	891797;892019;892591	+;+;+	318	6247	5463	4127	11475	13368	8124
PBANKA_1022100	PbANKA_10_v3	893379	896135	-	2757	109	128	96	440	450	365
PBANKA_1022200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	897530;897835;898135;898485	897681;897928;898369;898528	+;+;+;+	525	1299	1521	1321	1170	1554	605
PBANKA_1022300	PbANKA_10_v3;PbANKA_10_v3	899253;899753	899651;900598	+;+	1245	4739	3810	4687	2143	1943	1643
PBANKA_1022400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	901026;901556;901869;902170	901445;901647;902043;902259	+;+;+;+	777	65	69	66	4994	3774	6772
PBANKA_1022500	PbANKA_10_v3;PbANKA_10_v3	902489;905003	904829;905118	-;-	2457	566	535	436	1270	1353	1751
PBANKA_1022600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	907721;909212;909783	909051;909446;909872	+;+;+	1656	1671	1413	1567	982	788	676
PBANKA_1022700	PbANKA_10_v3	910827	913565	+	2739	1162	1176	1208	2818	2232	2794
PBANKA_1022800	PbANKA_10_v3	913866	916304	-	2439	1315	1240	1254	2032	1310	795
PBANKA_1022900	PbANKA_10_v3	917297	918031	-	735	839	949	824	737	806	455
PBANKA_1023000	PbANKA_10_v3	918618	922079	+	3462	1211	1301	1571	1969	1937	1822
PBANKA_1023100	PbANKA_10_v3	924629	929200	+	4572	2286	2022	1958	323	271	243
PBANKA_1023200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	930334;930552;930840	930409;930662;931927	+;+;+	1275	2802	2535	2550	2937	1412	2022
PBANKA_1023300	PbANKA_10_v3	933336	935090	+	1755	945	825	785	2395	1950	2075
PBANKA_1023400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	936065;936245;936501	936132;936323;937847	+;+;+	1494	1310	1230	1178	3066	3357	2883
PBANKA_1023500	PbANKA_10_v3	938709	940121	-	1413	1302	1402	1101	3949	4289	2888
PBANKA_1023600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	941325;941761;941931;942262;942784;943011;943211;943461;943619;943819;943995;944172	941340;941815;942032;942658;942828;943041;943368;943523;943690;943874;944069;944484	+;+;+;+;+;+;+;+;+;+;+;+	1383	5499	5329	5348	3927	4016	3171
PBANKA_1023700	PbANKA_10_v3	945267	945917	+	651	271	237	304	748	633	689
PBANKA_1023800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	947525;953005;953207;953560	952870;953069;953449;953614	+;+;+;+	5709	1815	1748	1587	4371	3878	3337
PBANKA_1023900	PbANKA_10_v3;PbANKA_10_v3	954347;955117	954926;955154	-;-	618	786	616	760	1050	793	977
PBANKA_1024000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	957276;957492;957713	957341;957565;959459	+;+;+	1887	586	532	618	1897	1255	1488
PBANKA_1024100	PbANKA_10_v3	960267	963290	-	3024	530	493	393	937	898	487
PBANKA_1024200	PbANKA_10_v3	966477	969845	+	3369	473	377	282	1396	1189	724
PBANKA_1024300	PbANKA_10_v3;PbANKA_10_v3	970827;973670	973392;973713	+;+	2610	1574	1546	1545	645	845	330
PBANKA_1024311	PbANKA_10_v3	974865	975172	+	308	27	35	26	26	29	12
PBANKA_1024331	PbANKA_10_v3	976220	976338	-	119	0	0	0	3	0	0
PBANKA_1024341	PbANKA_10_v3	976688	976806	-	119	2	1	4	9	5	5
PBANKA_1024351	PbANKA_10_v3	977145	977263	-	119	18	12	8	5	5	8
PBANKA_1024371	PbANKA_10_v3	978492	978563	-	72	6	4	3	2	2	0
PBANKA_1024400	PbANKA_10_v3	979705	980115	-	411	2986	2808	2562	791	725	607
PBANKA_1024500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	980523;980911;981111	980567;981005;981447	-;-;-	477	138	121	117	214	180	96
PBANKA_1024600	PbANKA_10_v3	983423	993187	+	9765	14	11	10	44	35	10
PBANKA_1024700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	994420;994524;994870;995064;995240;995493;995715;995881;996094;996318	994422;994653;994955;995132;995370;995586;995787;995921;996219;996401	+;+;+;+;+;+;+;+;+;+	837	4409	3761	3703	8110	8416	8066
PBANKA_1024800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	997090;997558;997803;997985	997205;997611;997887;998164	+;+;+;+	435	6013	5559	5024	2333	2860	2207
PBANKA_1024900	PbANKA_10_v3;PbANKA_10_v3	998709;1001811	1001618;1001816	-;-	2916	3180	2583	3051	30978	24112	43232
PBANKA_1025000	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1003268;1003419;1003587;1003904;1004250;1004603	1003293;1003492;1003704;1004048;1004484;1004649	-;-;-;-;-;-	645	2590	2086	2341	1346	1232	876
PBANKA_1025100	PbANKA_10_v3	1007455	1020165	+	12711	2888	2956	2846	8020	7065	7724
PBANKA_1025200	PbANKA_10_v3	1022185	1023555	+	1371	1222	1059	891	1919	1868	1049
PBANKA_1025300	PbANKA_10_v3;PbANKA_10_v3	1024719;1033373	1032791;1034710	-;-	9411	903	1024	1031	990	970	778
PBANKA_1025400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1036069;1036229;1036480	1036112;1036328;1039347	-;-;-	3012	2428	1897	2526	2499	1686	2134
PBANKA_1025500	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1040860;1041074;1048706	1040953;1048559;1053635	-;-;-	12510	5625	6169	5470	7785	6660	5469
PBANKA_1025600	PbANKA_10_v3	1055984	1056868	-	885	512	559	494	364	334	190
