# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/nc_removed_data/Count/output.txt" "WT_female_R1.bam.sort.bam" "WT_female_R2.bam.sort.bam" "WT_female_R3.bam.sort.bam" "WT_male_R1.bam.sort.bam" "WT_male_R2.bam.sort.bam" "WT_male_R3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_female_R1.bam.sort.bam	WT_female_R2.bam.sort.bam	WT_female_R3.bam.sort.bam	WT_male_R1.bam.sort.bam	WT_male_R2.bam.sort.bam	WT_male_R3.bam.sort.bam
PY17X_0712400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	634880;635082;635293;635428;635646;635880;636058;636295;636455;636799;636995	634946;635126;635322;635482;635713;635958;636168;636346;636631;636840;637132	+;+;+;+;+;+;+;+;+;+;+	864	113807	98322	142948	6264	6706	6993
PY17X_0712500	Py17X_07_v3;Py17X_07_v3	639077;639931	639766;639957	-;-	717	1655	1517	2525	12667	15802	16680
PY17X_0712600	Py17X_07_v3;Py17X_07_v3	644076;644274	644078;644852	+;+	582	2292	2193	3002	1402	1740	2088
PY17X_0712700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	645230;645367;645754;646791	645283;645503;646503;647472	-;-;-;-	1623	759	958	1349	246	306	336
PY17X_0712800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	648716;648979;649716;650150	648744;649567;649801;650234	-;-;-;-	789	21342	15432	23538	113257	141617	142684
PY17X_0712900	Py17X_07_v3;Py17X_07_v3	653075;653364	653143;655136	-;-	1842	6232	6954	5708	112	112	129
PY17X_0713000	Py17X_07_v3	657199	658329	-	1131	2278	1974	2207	481	667	482
PY17X_0713100	Py17X_07_v3	662701	662997	+	297	175880	162918	186979	2997	3305	3612
PY17X_0713200	Py17X_07_v3;Py17X_07_v3	664274;664429	664294;664572	-;-	165	1435	1328	1850	4471	5449	5357
PY17X_0713300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	666143;666444;666682;666924;667101;667240;667524;667741;667926;668125;668348;668566;668834;669084;669422;669888;670367;670817;671128;671308;671512;671682;671866;672013;672165;672337;672563;672728;672975;673135;673405	666200;666536;666795;666956;667127;667428;667583;667812;667991;668208;668470;668646;668956;669274;669791;670262;670732;671035;671202;671346;671544;671711;671898;672069;672209;672402;672637;672799;673037;673236;673517	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3447	4593	3997	5594	1995	2010	2242
PY17X_0713400	Py17X_07_v3;Py17X_07_v3	674922;675291	675030;678181	+;+	3000	13076	11085	14326	276	256	259
PY17X_0713500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	678609;678892;679126;679272;679599;679922	678746;679026;679178;679366;679707;679952	-;-;-;-;-;-	561	2786	2103	3039	153	151	113
PY17X_0713600	Py17X_07_v3;Py17X_07_v3	680720;682739	682303;682816	+;+	1662	2425	2357	2382	2291	2979	2589
PY17X_0713700	Py17X_07_v3	685856	691594	+	5739	4507	2570	3717	25620	22115	22156
PY17X_0713800	Py17X_07_v3	693181	695184	+	2004	3443	3307	3600	92	126	105
PY17X_0713900	Py17X_07_v3	695825	698089	-	2265	772	776	812	2600	2604	2313
PY17X_0714000	Py17X_07_v3	698681	699892	-	1212	502	555	719	1249	1134	1353
PY17X_0714100	Py17X_07_v3	700672	701517	-	846	461	440	816	13209	12461	13971
PY17X_0714200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	703216;703480;704154;704314;704643;704875	703308;704037;704229;704466;704769;704908	+;+;+;+;+;+	1041	252626	211967	276829	2112	2453	2470
PY17X_0714300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	704972;705084;705379;705626	704994;705177;705545;705755	-;-;-;-	414	16542	11493	12847	239	249	244
PY17X_0714400	Py17X_07_v3	706825	709971	+	3147	8701	7794	8740	319	323	273
PY17X_0714500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	710928;711321;711786	710998;711693;711857	-;-;-	516	69909	59284	78222	478	447	595
PY17X_0714600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	713403;713686;713977	713420;713849;714538	-;-;-	744	4969	4419	5604	6213	5240	8561
PY17X_0714700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	716019;716254;716459;716818;717079;717216;717380;717550;717751;717880;718072	716045;716364;716675;716940;717110;717279;717426;717606;717775;718067;718419	+;+;+;+;+;+;+;+;+;+;+	1239	25	53	68	5977	6075	6898
PY17X_0714800	Py17X_07_v3	719993	720622	+	630	4809	3857	4614	450	341	419
PY17X_0714900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	721334;721540;721711;721927	721401;721582;721836;722244	-;-;-;-	555	28	35	83	39	74	42
PY17X_0715000	Py17X_07_v3	722996	724321	+	1326	644	430	568	148	121	171
PY17X_0715100	Py17X_07_v3	724714	726774	-	2061	6	11	14	34	56	43
PY17X_0715200	Py17X_07_v3	729191	733693	+	4503	6155	4416	6278	18518	17953	17554
PY17X_0715300	Py17X_07_v3;Py17X_07_v3	734760;735910	735810;735962	+;+	1104	31	18	29	3	1	0
PY17X_0715400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	737056;737228;737474;737759;738011;738289;738517;738756;738957;739189	737068;737290;737607;737851;738184;738354;738573;738823;739068;739218	+;+;+;+;+;+;+;+;+;+	810	4925	4209	5728	5416	4854	7270
PY17X_0715500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	739288;739578;739851;740390;740860	739366;739716;740214;740709;741412	-;-;-;-;-	1455	1227	1270	1475	378	318	403
PY17X_0715600	Py17X_07_v3;Py17X_07_v3	742283;742590	742489;742868	+;+	486	2592	2310	2892	96	80	85
PY17X_0715700	Py17X_07_v3	744464	745360	+	897	506	519	397	882	1101	1111
PY17X_0715800	Py17X_07_v3;Py17X_07_v3	746186;747642	747274;747740	-;-	1188	2217	1886	2494	1746	1798	2119
PY17X_0715900	Py17X_07_v3	749084	750127	-	1044	757	500	665	234	249	163
PY17X_0716000	Py17X_07_v3	751283	752116	+	834	1068	1121	1885	297	351	279
PY17X_0716100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	752511;752740;752912;755407	752601;752827;755232;755501	-;-;-;-	2595	1077	1014	1313	1645	1320	1595
PY17X_0716200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	756016;756130;756324;756460;756734;756970;757155;757383;757565;757731;757957;758181;758362;758659;759288;759805;760174;760420;760635;760909;762128	756042;756238;756374;756589;756820;757063;757262;757456;757625;757851;758081;758228;758454;759177;759674;759926;760276;760542;760751;761906;762215	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3585	11645	10581	10714	24271	23908	23724
PY17X_0716300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	763137;763515;763706;763953	763396;763611;763771;767873	-;-;-;-	4344	375	306	519	207	206	228
PY17X_0716400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	773489;773604;773823;774125;774351	773504;773706;773993;774257;774380	-;-;-;-;-	453	1024	879	1062	52	30	102
PY17X_0716500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	776157;776353;776645;776836	776192;776537;776687;776901	-;-;-;-	330	503	530	646	13	17	10
PY17X_0716600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	778168;778408;778674	778222;778476;779482	+;+;+	933	91	67	106	187	164	246
PY17X_0716700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	779905;780237;780436;780775;780955;781203;781418;781622	780115;780310;780577;780866;781089;781300;781528;781808	-;-;-;-;-;-;-;-	1050	848	749	821	97680	120044	119899
PY17X_0716800	Py17X_07_v3;Py17X_07_v3	782932;783788	783603;783874	-;-	759	5974	4584	6038	3931	4352	4711
PY17X_0716900	Py17X_07_v3	784935	786743	+	1809	1866	1756	2056	2462	2586	2973
PY17X_0717000	Py17X_07_v3	787359	787688	-	330	14	8	7	23	8	5
PY17X_0717100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	789407;789560;789777;789966;790185;790340;790534;790826;791031;791326;791504	789436;789635;789859;790065;790258;790394;790659;790892;791103;791406;791563	+;+;+;+;+;+;+;+;+;+;+	825	267	257	327	714	792	782
PY17X_0717200	Py17X_07_v3	792112	793254	-	1143	2375	2495	2547	52	68	61
PY17X_0717300	Py17X_07_v3	793942	795204	+	1263	690	685	898	389	341	318
PY17X_0717400	Py17X_07_v3	795302	800347	-	5046	4393	3579	5296	184593	167519	171661
PY17X_0717500	Py17X_07_v3;Py17X_07_v3	802090;805147	804733;806294	+;+	3792	3888	3981	4504	15985	14614	14446
PY17X_0717600	Py17X_07_v3	806882	807523	-	642	254	267	270	20	32	30
PY17X_0717700	Py17X_07_v3;Py17X_07_v3	808521;808831	808676;809409	+;+	735	7557	8061	8907	142	144	144
PY17X_0717800	Py17X_07_v3	809777	810469	-	693	3986	4506	4959	47	54	43
PY17X_0717900	Py17X_07_v3	811466	812764	-	1299	972	887	1159	223	257	289
PY17X_0718000	Py17X_07_v3;Py17X_07_v3	814088;814907	814613;814998	-;-	618	10046	7819	10339	8395	10607	10278
PY17X_0718100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	818280;818479;818653;818892;819105;819435	818335;818542;818742;818989;819182;820467	-;-;-;-;-;-	1419	422	361	652	2660	2633	2639
PY17X_0718200	Py17X_07_v3	821826	823562	-	1737	95	88	129	22	44	34
PY17X_0718300	Py17X_07_v3	825560	827530	+	1971	27	12	23	32	38	43
PY17X_0718400	Py17X_07_v3	828056	828691	-	636	44	21	46	110	168	121
PY17X_0718500	Py17X_07_v3	829407	833096	-	3690	126	62	241	84	84	124
PY17X_0718600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	835389;835810;838789;839070	835664;838530;838841;839106	+;+;+;+	3087	11176	9199	12481	544	570	572
PY17X_0718700	Py17X_07_v3	839548	840246	-	699	2322	1708	1735	67	104	80
PY17X_0718800	Py17X_07_v3	841986	842861	+	876	739	743	905	471	306	707
PY17X_0718900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	845224;845429;845788	845240;845490;846284	+;+;+	576	6249	5316	7309	39070	42395	44162
PY17X_0719000	Py17X_07_v3;Py17X_07_v3	847137;847337	847187;852943	-;-	5658	2277	2621	2102	71	125	70
PY17X_0719100	Py17X_07_v3;Py17X_07_v3	854443;855137	854974;855456	+;+	852	9141	13426	11467	13	7	23
PY17X_0719200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	856185;856407;856654;856875	856225;856552;856740;858037	-;-;-;-	1437	1782	1554	1952	124	83	152
PY17X_0719300	Py17X_07_v3	860599	862365	+	1767	371	293	478	12177	13394	15007
PY17X_0719400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	863124;863350;863572;863791	863183;863444;863627;865550	-;-;-;-	1971	1281	899	922	458	563	583
PY17X_0719500	Py17X_07_v3	867665	882136	+	14472	1675	1148	1430	7859	6661	6609
PY17X_0719600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	882587;882779;882923;883097;883284;883446;883622;883843;884100;884410;884583;884807	882655;882832;882993;883145;883344;883524;883692;883963;884212;884478;884664;884858	-;-;-;-;-;-;-;-;-;-;-;-	891	346	328	394	3574	3738	4261
PY17X_0719700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	885828;887910;888513;888924	887742;888385;888625;888999	-;-;-;-	2580	4144	2982	3569	119358	108588	104228
PY17X_0719800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	890065;890229;890532;890724;890955;891174	890110;890323;890615;890829;891001;892100	+;+;+;+;+;+	1305	10271	12264	10873	4482	4288	5296
PY17X_0719900	Py17X_07_v3	892696	894408	-	1713	253	261	274	3783	2779	3891
PY17X_0720000	Py17X_07_v3	896356	898605	+	2250	10	9	8	28580	39603	29226
PY17X_0720100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	899204;900432;902629;902875;903184;903501;906021;908423;913863;914057	900254;902482;902741;902993;903383;905756;908197;913691;913940;914143	+;+;+;+;+;+;+;+;+;+	13401	70	52	41	79865	58939	64242
PY17X_0720200	Py17X_07_v3	914761	917952	-	3192	1664	1093	1428	28699	32436	29974
PY17X_0720300	Py17X_07_v3	920645	921949	+	1305	723	567	949	6901	7702	9244
PY17X_0720400	Py17X_07_v3	922838	925030	-	2193	7367	5434	8861	74780	73859	78179
PY17X_0720500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	930892;931075;931360	930972;931219;931484	+;+;+	351	66	56	56	5	18	12
PY17X_0720600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	931655;931827;931997;932331;932636;932889	931693;931910;932179;932430;932733;932948	-;-;-;-;-;-	564	191	196	232	185	166	159
PY17X_0720700	Py17X_07_v3	934741	939297	+	4557	24	21	17	104	101	85
PY17X_0720800	Py17X_07_v3	940025	941500	+	1476	1773	1722	2133	303	354	356
PY17X_0720900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	942161;942365;942714;942931;943214;943487;943645;943809;943969	942275;942562;942780;943094;943312;943506;943688;943870;943997	+;+;+;+;+;+;+;+;+	798	82202	72949	89880	462	521	557
PY17X_0721000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	945386;946440;946697;946905;947148	946303;946556;946783;946999;947157	+;+;+;+;+	1227	4443	3610	5933	11210	11424	15023
PY17X_0721100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	948126;948322;948579;949038;949431;949609;949895;950171;950377;950588	948221;948399;948887;949298;949490;949700;950011;950270;950456;950729	+;+;+;+;+;+;+;+;+;+	1335	4315	3475	4033	22193	21419	24298
PY17X_0721200	Py17X_07_v3;Py17X_07_v3	951022;951550	951319;952037	+;+	786	316	424	374	67	110	81
PY17X_0721300	Py17X_07_v3	953413	953823	+	411	511	461	648	203	354	371
PY17X_0721400	Py17X_07_v3;Py17X_07_v3	954466;955480	955333;955547	-;-	936	1739	1671	1925	3019	2754	3461
PY17X_0721500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	956539;962145;962636;963209	961965;962501;963114;963536	+;+;+;+	6591	1292	1174	1270	6188	4269	5818
PY17X_0721600	Py17X_07_v3	964096	965679	-	1584	133	152	329	39	55	22
PY17X_0721700	Py17X_07_v3;Py17X_07_v3	967515;967937	967583;968698	+;+	831	8090	5765	7217	1729	1557	2060
PY17X_0721800	Py17X_07_v3	970828	971628	+	801	209	434	228	23	9	22
PY17X_0721900	Py17X_07_v3	972818	973528	-	711	749	831	757	20	50	5
PY17X_0722000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	975622;975775;976051;989486;989814;990087	975654;975896;989345;989609;989918;990219	+;+;+;+;+;+	13812	1095	859	838	2623	2232	2395
PY17X_0722100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	992074;992361;992681;992953;993109;993549	992178;992594;992790;993022;993343;993724	-;-;-;-;-;-	930	446	482	701	119	116	134
PY17X_0722200	Py17X_07_v3	997154	999016	+	1863	1744	1346	1847	375	336	355
PY17X_0722300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1001975;1002099;1003028	1001989;1002914;1003132	+;+;+	936	0	0	0	4	4	2
PY17X_0722400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1005586;1005729;1006716	1005603;1006625;1006778	+;+;+	978	0	0	0	4	2	10
PY17X_0722500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1009160;1009283;1010250	1009174;1010134;1010354	+;+;+	972	0	0	0	0	0	0
PY17X_0722600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1012784;1012927;1013880	1012801;1013790;1013945	+;+;+	948	0	6	2	6	0	0
PY17X_0722700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1016311;1016463;1017416	1016325;1017332;1017481	+;+;+	951	16	14	4	0	0	0
PY17X_0722800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1019922;1020118;1021123	1019978;1021032;1021188	+;+;+	1038	0	3	0	0	0	0
PY17X_0722900	Py17X_07_v3;Py17X_07_v3	1023309;1023550	1023377;1024269	+;+	789	30	52	17	0	6	2
PY17X_0723000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1027312;1027448;1028925	1027326;1028839;1029626	+;+;+	2109	0	0	0	6	0	6
PY17X_0723100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1030119;1030316;1030643;1030914;1031072;1031470	1030160;1030549;1030747;1030982;1031309;1031600	-;-;-;-;-;-	819	2	0	3	0	1	0
PY17X_0723200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1034157;1034306;1035147	1034171;1035064;1035212	+;+;+	840	0	0	0	0	2	4
PY17X_0723300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1037714;1037848;1038680	1037728;1038597;1038745	+;+;+	831	6	1	0	0	0	5
PY17X_0723400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1041102;1041249;1042214	1041116;1042124;1042279	+;+;+	957	6	1	0	0	2	2
PY17X_0723500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1044753;1044901;1045838	1044767;1045749;1045900	+;+;+	927	0	0	0	0	4	1
PY17X_0723600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1048728;1048866;1049768	1048742;1049684;1049854	+;+;+	921	32	19	25	4	11	19
PY17X_0723700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1052227;1052379;1053322	1052241;1053236;1053387	+;+;+	939	0	0	0	2	7	13
PY17X_0723800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1055830;1055982;1056938	1055844;1056848;1057003	+;+;+	948	0	0	0	4	0	0
PY17X_0723900	Py17X_07_v3;Py17X_07_v3	1058233;1058785	1058623;1058915	-;-	522	4	0	6	24	44	42
PY17X_0724000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1059760;1060031;1060345;1060624;1060790;1061172	1059834;1060264;1060454;1060693;1061033;1061302	-;-;-;-;-;-	864	6009	4866	6998	3101	3389	3900
PY17X_API00700	Py17X_API_v3	2	622	+	621	0	0	0	0	0	0
PY17X_API00800	Py17X_API_v3	609	914	-	306	0	0	0	0	0	0
PY17X_API00851	Py17X_API_v3	938	1022	-	85	0	0	0	0	0	0
PY17X_API00900	Py17X_API_v3	1025	1255	-	231	0	0	0	0	0	0
PY17X_API00951	Py17X_API_v3	1286	1358	-	73	0	0	0	0	0	0
PY17X_API01000	Py17X_API_v3	1373	3634	-	2262	0	0	0	0	0	0
PY17X_API01100	Py17X_API_v3	3639	4013	-	375	0	0	0	0	0	0
PY17X_API01131	Py17X_API_v3	4124	4194	-	71	0	0	0	0	0	0
PY17X_API01161	Py17X_API_v3	4212	4275	-	64	0	0	0	0	0	0
PY17X_API01200	Py17X_API_v3	4298	4369	+	72	0	0	0	0	0	0
PY17X_API01300	Py17X_API_v3	4346	4582	-	237	0	0	0	0	0	0
PY17X_API01400	Py17X_API_v3	4585	5814	-	1230	0	0	2	0	0	0
PY17X_API01500	Py17X_API_v3	5868	6290	-	423	0	0	0	0	0	0
PY17X_API01600	Py17X_API_v3	6306	6683	-	378	0	0	0	0	0	0
PY17X_API01700	Py17X_API_v3	6689	7081	-	393	0	0	0	0	0	0
PY17X_API01800	Py17X_API_v3	7078	7188	-	111	0	0	0	0	0	0
PY17X_API01900	Py17X_API_v3	7197	7439	-	243	0	0	0	0	0	0
PY17X_API02000	Py17X_API_v3	7436	8176	-	741	0	0	0	0	0	0
PY17X_API02100	Py17X_API_v3	8185	8706	-	522	0	0	0	0	0	0
PY17X_API02200	Py17X_API_v3	8732	9118	-	387	0	0	0	0	0	0
PY17X_API02300	Py17X_API_v3	9118	9480	-	363	0	0	0	0	0	0
PY17X_API02400	Py17X_API_v3	9477	9701	-	225	0	0	0	0	0	0
PY17X_API02500	Py17X_API_v3	9709	10104	-	396	0	0	0	0	0	0
PY17X_API02600	Py17X_API_v3	10123	10758	-	636	0	0	0	0	0	0
PY17X_API02700	Py17X_API_v3	10765	11037	-	273	0	0	0	0	0	0
PY17X_API02800	Py17X_API_v3	11056	11796	-	741	0	0	0	0	0	0
PY17X_API02900	Py17X_API_v3	11793	12020	-	228	0	0	0	0	0	0
PY17X_API03000	Py17X_API_v3	12022	12621	-	600	0	0	0	0	0	0
PY17X_API03100	Py17X_API_v3	12648	12719	-	72	0	0	0	0	0	0
PY17X_API03200	Py17X_API_v3	12735	12805	-	71	0	0	0	0	0	0
PY17X_API03300	Py17X_API_v3	12813	12885	-	73	0	0	0	0	0	0
PY17X_API03400	Py17X_API_v3	12895	12969	-	75	0	0	0	0	0	0
PY17X_API03500	Py17X_API_v3	12983	13072	-	90	0	0	0	0	0	0
PY17X_API03600	Py17X_API_v3	13082	13165	-	84	0	0	0	0	0	0
PY17X_API03621	Py17X_API_v3	13171	13257	-	87	0	0	0	0	0	0
PY17X_API03641	Py17X_API_v3	13529	13601	-	73	0	0	0	0	0	0
PY17X_API03661	Py17X_API_v3	13616	13687	-	72	0	0	0	0	0	0
PY17X_API03700	Py17X_API_v3	13703	14326	-	624	0	0	0	0	0	0
PY17X_API03801	Py17X_API_v3	14353	14425	-	73	0	0	0	0	0	0
PY17X_API03901	Py17X_API_v3	14457	17137	-	2681	0	0	0	0	0	0
PY17X_API04001	Py17X_API_v3	17179	17252	-	74	0	0	0	0	0	0
PY17X_API04101	Py17X_API_v3	17261	17332	-	72	0	0	0	0	0	0
PY17X_API04201	Py17X_API_v3	17357	17428	+	72	0	0	0	0	0	0
PY17X_API04301	Py17X_API_v3	17432	17503	+	72	0	0	0	0	0	0
PY17X_API04401	Py17X_API_v3	17513	17590	+	78	0	0	0	0	0	0
PY17X_API04501	Py17X_API_v3	17602	17673	-	72	0	0	0	0	0	0
PY17X_API04601	Py17X_API_v3	17702	17772	+	71	0	0	0	0	0	0
PY17X_API04701	Py17X_API_v3	17823	19258	+	1436	0	0	0	0	0	0
PY17X_API04801	Py17X_API_v3	19391	19461	+	71	0	0	0	0	0	0
PY17X_API04901	Py17X_API_v3	19523	19593	-	71	0	0	0	0	0	0
PY17X_API05001	Py17X_API_v3	19728	21160	-	1433	0	0	0	0	0	0
PY17X_API05101	Py17X_API_v3	21212	21282	-	71	0	0	0	0	0	0
PY17X_API05201	Py17X_API_v3	21311	21382	+	72	0	0	0	0	0	0
PY17X_API05301	Py17X_API_v3	21394	21471	-	78	0	0	0	0	0	0
PY17X_API05401	Py17X_API_v3	21481	21552	-	72	0	0	0	0	0	0
PY17X_API05501	Py17X_API_v3	21556	21627	-	72	0	0	0	0	0	0
PY17X_API05601	Py17X_API_v3	21652	21723	+	72	0	0	0	0	0	0
PY17X_API05701	Py17X_API_v3	21732	21805	+	74	0	0	0	0	0	0
PY17X_API05801	Py17X_API_v3	21851	24546	+	2696	0	0	0	0	0	0
PY17X_API05901	Py17X_API_v3	24559	24631	+	73	0	0	0	0	0	0
PY17X_API00100	Py17X_API_v3	24658	26079	+	1422	0	0	0	0	0	0
PY17X_API00200	Py17X_API_v3	26097	26234	+	138	0	0	0	0	0	0
PY17X_API00300	Py17X_API_v3	26248	26565	+	318	0	0	0	0	0	0
PY17X_API00400	Py17X_API_v3	26562	29618	+	3057	0	0	0	0	0	0
PY17X_API00500	Py17X_API_v3	29621	31339	+	1719	0	0	0	0	0	0
PY17X_API00600	Py17X_API_v3;Py17X_API_v3	31352;32961	32959;34253	+;+	2901	0	0	0	0	0	0
PY17X_MIT01400	Py17X_MIT_v3	1	35	-	35	15	13	4	12	10	13
PY17X_MIT01300	Py17X_MIT_v3	63	119	-	57	24	23	11	29	22	31
PY17X_MIT01200	Py17X_MIT_v3	120	206	-	87	31	36	19	41	25	39
PY17X_MIT01100	Py17X_MIT_v3	224	297	-	74	21	30	22	27	16	17
PY17X_MIT00900	Py17X_MIT_v3	298	1428	-	1131	125	96	71	85	55	48
PY17X_MIT00800	Py17X_MIT_v3	1455	2705	-	1251	208	313	84	97	79	75
PY17X_MIT00700	Py17X_MIT_v3	3034	3141	+	108	19	8	16	13	13	0
PY17X_MIT00600	Py17X_MIT_v3	3147	3227	-	81	30	22	18	26	19	10
PY17X_MIT00500	Py17X_MIT_v3	3228	3263	-	36	28	18	10	28	18	19
PY17X_MIT00400	Py17X_MIT_v3	3294	3359	-	66	40	23	10	47	17	28
