# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/read_counts/Rbpm1_KO_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam
PY17X_0713300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	666143;666444;666682;666924;667101;667240;667524;667741;667926;668125;668348;668566;668834;669084;669422;669888;670367;670817;671128;671308;671512;671682;671866;672013;672165;672337;672563;672728;672975;673135;673405	666200;666536;666795;666956;667127;667428;667583;667812;667991;668208;668470;668646;668956;669274;669791;670262;670732;671035;671202;671346;671544;671711;671898;672069;672209;672402;672637;672799;673037;673236;673517	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3447	3779	3895	3382
PY17X_0713400	Py17X_07_v3;Py17X_07_v3	674922;675291	675030;678181	+;+	3000	474	352	438
PY17X_0713500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	678609;678892;679126;679272;679599;679922	678746;679026;679178;679366;679707;679952	-;-;-;-;-;-	561	1500	1162	1481
PY17X_0713600	Py17X_07_v3;Py17X_07_v3	680720;682739	682303;682816	+;+	1662	401	266	245
PY17X_0713700	Py17X_07_v3	685856	691594	+	5739	65884	54815	54209
PY17X_0713800	Py17X_07_v3	693181	695184	+	2004	453	287	372
PY17X_0713900	Py17X_07_v3	695825	698089	-	2265	820	748	675
PY17X_0714000	Py17X_07_v3	698681	699892	-	1212	528	692	736
PY17X_0714100	Py17X_07_v3	700672	701517	-	846	1354	1804	1838
PY17X_0714200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	703216;703480;704154;704314;704643;704875	703308;704037;704229;704466;704769;704908	+;+;+;+;+;+	1041	4959	5105	5537
PY17X_0714300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	704972;705084;705379;705626	704994;705177;705545;705755	-;-;-;-	414	158	134	132
PY17X_0714400	Py17X_07_v3	706825	709971	+	3147	1081	813	1171
PY17X_0714500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	710928;711321;711786	710998;711693;711857	-;-;-	516	517	531	575
PY17X_0714600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	713403;713686;713977	713420;713849;714538	-;-;-	744	4550	4856	4946
PY17X_0714700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	716019;716254;716459;716818;717079;717216;717380;717550;717751;717880;718072	716045;716364;716675;716940;717110;717279;717426;717606;717775;718067;718419	+;+;+;+;+;+;+;+;+;+;+	1239	1531	2023	2086
PY17X_0714800	Py17X_07_v3	719993	720622	+	630	182	126	176
PY17X_0714900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	721334;721540;721711;721927	721401;721582;721836;722244	-;-;-;-	555	42	52	42
PY17X_0715000	Py17X_07_v3	722996	724321	+	1326	501	249	329
PY17X_0715100	Py17X_07_v3	724714	726774	-	2061	34	18	44
PY17X_0715200	Py17X_07_v3	729191	733693	+	4503	28025	26249	26357
PY17X_0715300	Py17X_07_v3;Py17X_07_v3	734760;735910	735810;735962	+;+	1104	16	13	16
PY17X_0715400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	737056;737228;737474;737759;738011;738289;738517;738756;738957;739189	737068;737290;737607;737851;738184;738354;738573;738823;739068;739218	+;+;+;+;+;+;+;+;+;+	810	12084	8177	8172
PY17X_0715500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	739288;739578;739851;740390;740860	739366;739716;740214;740709;741412	-;-;-;-;-	1455	99	56	139
PY17X_0715600	Py17X_07_v3;Py17X_07_v3	742283;742590	742489;742868	+;+	486	105	119	120
PY17X_0715700	Py17X_07_v3	744464	745360	+	897	1054	1081	1113
PY17X_0715800	Py17X_07_v3;Py17X_07_v3	746186;747642	747274;747740	-;-	1188	3386	3680	4175
PY17X_0715900	Py17X_07_v3	749084	750127	-	1044	423	316	385
PY17X_0716000	Py17X_07_v3	751283	752116	+	834	330	304	331
PY17X_0716100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	752511;752740;752912;755407	752601;752827;755232;755501	-;-;-;-	2595	1408	1516	1585
PY17X_0716200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	756016;756130;756324;756460;756734;756970;757155;757383;757565;757731;757957;758181;758362;758659;759288;759805;760174;760420;760635;760909;762128	756042;756238;756374;756589;756820;757063;757262;757456;757625;757851;758081;758228;758454;759177;759674;759926;760276;760542;760751;761906;762215	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3585	12690	13086	12689
PY17X_0716300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	763137;763515;763706;763953	763396;763611;763771;767873	-;-;-;-	4344	195	212	172
PY17X_0716400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	773489;773604;773823;774125;774351	773504;773706;773993;774257;774380	-;-;-;-;-	453	36	87	73
PY17X_0716500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	776157;776353;776645;776836	776192;776537;776687;776901	-;-;-;-	330	22	32	20
PY17X_0716600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	778168;778408;778674	778222;778476;779482	+;+;+	933	17	17	30
PY17X_0716700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	779905;780237;780436;780775;780955;781203;781418;781622	780115;780310;780577;780866;781089;781300;781528;781808	-;-;-;-;-;-;-;-	1050	48	31	38
PY17X_0716800	Py17X_07_v3;Py17X_07_v3	782932;783788	783603;783874	-;-	759	4760	4518	4498
PY17X_0716900	Py17X_07_v3	784935	786743	+	1809	2256	2656	2623
PY17X_0717000	Py17X_07_v3	787359	787688	-	330	4	25	12
PY17X_0717100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	789407;789560;789777;789966;790185;790340;790534;790826;791031;791326;791504	789436;789635;789859;790065;790258;790394;790659;790892;791103;791406;791563	+;+;+;+;+;+;+;+;+;+;+	825	733	1088	1153
PY17X_0717200	Py17X_07_v3	792112	793254	-	1143	353	356	559
PY17X_0717300	Py17X_07_v3	793942	795204	+	1263	727	432	488
PY17X_0717400	Py17X_07_v3	795302	800347	-	5046	94223	104984	104115
PY17X_0717500	Py17X_07_v3;Py17X_07_v3	802090;805147	804733;806294	+;+	3792	33225	30417	28368
PY17X_0717600	Py17X_07_v3	806882	807523	-	642	65	47	67
PY17X_0717700	Py17X_07_v3;Py17X_07_v3	808521;808831	808676;809409	+;+	735	157	130	184
PY17X_0717800	Py17X_07_v3	809777	810469	-	693	32	28	35
PY17X_0717900	Py17X_07_v3	811466	812764	-	1299	158	134	179
PY17X_0718000	Py17X_07_v3;Py17X_07_v3	814088;814907	814613;814998	-;-	618	19186	16410	17784
PY17X_0718100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	818280;818479;818653;818892;819105;819435	818335;818542;818742;818989;819182;820467	-;-;-;-;-;-	1419	2868	2931	3337
PY17X_0718200	Py17X_07_v3	821826	823562	-	1737	18	6	16
PY17X_0718300	Py17X_07_v3	825560	827530	+	1971	36	48	89
PY17X_0718400	Py17X_07_v3	828056	828691	-	636	60	49	36
PY17X_0718500	Py17X_07_v3	829407	833096	-	3690	579	333	532
PY17X_0718600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	835389;835810;838789;839070	835664;838530;838841;839106	+;+;+;+	3087	2598	1815	2480
PY17X_0718700	Py17X_07_v3	839548	840246	-	699	24	56	39
PY17X_0718800	Py17X_07_v3	841986	842861	+	876	3525	2519	2604
PY17X_0718900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	845224;845429;845788	845240;845490;846284	+;+;+	576	40869	39656	43348
PY17X_0719000	Py17X_07_v3;Py17X_07_v3	847137;847337	847187;852943	-;-	5658	335	244	286
PY17X_0719100	Py17X_07_v3;Py17X_07_v3	854443;855137	854974;855456	+;+	852	89	102	132
PY17X_0719200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	856185;856407;856654;856875	856225;856552;856740;858037	-;-;-;-	1437	160	136	154
PY17X_0719300	Py17X_07_v3	860599	862365	+	1767	11548	13479	13836
PY17X_0719400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	863124;863350;863572;863791	863183;863444;863627;865550	-;-;-;-	1971	1239	881	957
PY17X_0719500	Py17X_07_v3	867665	882136	+	14472	7262	7153	6629
PY17X_0719600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	882587;882779;882923;883097;883284;883446;883622;883843;884100;884410;884583;884807	882655;882832;882993;883145;883344;883524;883692;883963;884212;884478;884664;884858	-;-;-;-;-;-;-;-;-;-;-;-	891	2366	2095	2216
PY17X_0719700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	885828;887910;888513;888924	887742;888385;888625;888999	-;-;-;-	2580	82320	92692	98269
PY17X_0719800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	890065;890229;890532;890724;890955;891174	890110;890323;890615;890829;891001;892100	+;+;+;+;+;+	1305	786	1134	974
PY17X_0719900	Py17X_07_v3	892696	894408	-	1713	1919	1778	1904
PY17X_0720000	Py17X_07_v3	896356	898605	+	2250	19920	23039	23148
PY17X_0720100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	899204;900432;902629;902875;903184;903501;906021;908423;913863;914057	900254;902482;902741;902993;903383;905756;908197;913691;913940;914143	+;+;+;+;+;+;+;+;+;+	13401	75135	81480	81377
PY17X_0720200	Py17X_07_v3	914761	917952	-	3192	20838	21547	21372
PY17X_0720300	Py17X_07_v3	920645	921949	+	1305	3672	4012	4353
PY17X_0720400	Py17X_07_v3	922838	925030	-	2193	45170	51009	57064
PY17X_0720500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	930892;931075;931360	930972;931219;931484	+;+;+	351	96	146	96
PY17X_0720600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	931655;931827;931997;932331;932636;932889	931693;931910;932179;932430;932733;932948	-;-;-;-;-;-	564	549	206	556
PY17X_0720700	Py17X_07_v3	934741	939297	+	4557	805	388	508
PY17X_0720800	Py17X_07_v3	940025	941500	+	1476	1214	786	1108
PY17X_0720900	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	942161;942365;942714;942931;943214;943487;943645;943809;943969	942275;942562;942780;943094;943312;943506;943688;943870;943997	+;+;+;+;+;+;+;+;+	798	722	772	1171
PY17X_0721000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	945386;946440;946697;946905;947148	946303;946556;946783;946999;947157	+;+;+;+;+	1227	10681	9606	9955
PY17X_0721100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	948126;948322;948579;949038;949431;949609;949895;950171;950377;950588	948221;948399;948887;949298;949490;949700;950011;950270;950456;950729	+;+;+;+;+;+;+;+;+;+	1335	8582	8933	9923
PY17X_0721200	Py17X_07_v3;Py17X_07_v3	951022;951550	951319;952037	+;+	786	20	72	21
PY17X_0721300	Py17X_07_v3	953413	953823	+	411	198	157	163
PY17X_0721400	Py17X_07_v3;Py17X_07_v3	954466;955480	955333;955547	-;-	936	580	687	758
PY17X_0721500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	956539;962145;962636;963209	961965;962501;963114;963536	+;+;+;+	6591	5242	5867	6088
PY17X_0721600	Py17X_07_v3	964096	965679	-	1584	8	8	44
PY17X_0721700	Py17X_07_v3;Py17X_07_v3	967515;967937	967583;968698	+;+	831	2175	1620	1978
PY17X_0721800	Py17X_07_v3	970828	971628	+	801	12	0	10
PY17X_0721900	Py17X_07_v3	972818	973528	-	711	94	139	132
PY17X_0722000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	975622;975775;976051;989486;989814;990087	975654;975896;989345;989609;989918;990219	+;+;+;+;+;+	13812	4330	4112	4059
PY17X_0722100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	992074;992361;992681;992953;993109;993549	992178;992594;992790;993022;993343;993724	-;-;-;-;-;-	930	209	355	323
PY17X_0722200	Py17X_07_v3	997154	999016	+	1863	2604	1781	2068
PY17X_0722300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1001975;1002099;1003028	1001989;1002914;1003132	+;+;+	936	0	0	0
PY17X_0722400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1005586;1005729;1006716	1005603;1006625;1006778	+;+;+	978	0	4	0
PY17X_0722500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1009160;1009283;1010250	1009174;1010134;1010354	+;+;+	972	0	2	0
PY17X_0722600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1012784;1012927;1013880	1012801;1013790;1013945	+;+;+	948	0	9	0
PY17X_0722700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1016311;1016463;1017416	1016325;1017332;1017481	+;+;+	951	0	0	0
PY17X_0722800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1019922;1020118;1021123	1019978;1021032;1021188	+;+;+	1038	4	0	0
PY17X_0722900	Py17X_07_v3;Py17X_07_v3	1023309;1023550	1023377;1024269	+;+	789	0	0	0
PY17X_0723000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1027312;1027448;1028925	1027326;1028839;1029626	+;+;+	2109	4	8	0
PY17X_0723100	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1030119;1030316;1030643;1030914;1031072;1031470	1030160;1030549;1030747;1030982;1031309;1031600	-;-;-;-;-;-	819	0	8	0
PY17X_0723200	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1034157;1034306;1035147	1034171;1035064;1035212	+;+;+	840	0	0	0
PY17X_0723300	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1037714;1037848;1038680	1037728;1038597;1038745	+;+;+	831	0	0	0
PY17X_0723400	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1041102;1041249;1042214	1041116;1042124;1042279	+;+;+	957	0	0	0
PY17X_0723500	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1044753;1044901;1045838	1044767;1045749;1045900	+;+;+	927	0	0	0
PY17X_0723600	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1048728;1048866;1049768	1048742;1049684;1049854	+;+;+	921	25	18	8
PY17X_0723700	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1052227;1052379;1053322	1052241;1053236;1053387	+;+;+	939	2	0	2
PY17X_0723800	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1055830;1055982;1056938	1055844;1056848;1057003	+;+;+	948	0	0	0
PY17X_0723900	Py17X_07_v3;Py17X_07_v3	1058233;1058785	1058623;1058915	-;-	522	4	16	14
PY17X_0724000	Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3;Py17X_07_v3	1059760;1060031;1060345;1060624;1060790;1061172	1059834;1060264;1060454;1060693;1061033;1061302	-;-;-;-;-;-	864	92	276	211
PY17X_API00700	Py17X_API_v3	2	622	+	621	0	0	0
PY17X_API00800	Py17X_API_v3	609	914	-	306	0	0	0
PY17X_API00851	Py17X_API_v3	938	1022	-	85	0	0	0
PY17X_API00900	Py17X_API_v3	1025	1255	-	231	0	0	0
PY17X_API00951	Py17X_API_v3	1286	1358	-	73	0	0	0
PY17X_API01000	Py17X_API_v3	1373	3634	-	2262	0	0	0
PY17X_API01100	Py17X_API_v3	3639	4013	-	375	0	0	0
PY17X_API01131	Py17X_API_v3	4124	4194	-	71	0	0	0
PY17X_API01161	Py17X_API_v3	4212	4275	-	64	0	0	0
PY17X_API01200	Py17X_API_v3	4298	4369	+	72	0	0	0
PY17X_API01300	Py17X_API_v3	4346	4582	-	237	0	0	0
PY17X_API01400	Py17X_API_v3	4585	5814	-	1230	0	0	0
PY17X_API01500	Py17X_API_v3	5868	6290	-	423	0	0	0
PY17X_API01600	Py17X_API_v3	6306	6683	-	378	0	0	0
PY17X_API01700	Py17X_API_v3	6689	7081	-	393	0	0	0
PY17X_API01800	Py17X_API_v3	7078	7188	-	111	0	0	0
PY17X_API01900	Py17X_API_v3	7197	7439	-	243	0	0	0
PY17X_API02000	Py17X_API_v3	7436	8176	-	741	0	0	0
PY17X_API02100	Py17X_API_v3	8185	8706	-	522	0	0	0
PY17X_API02200	Py17X_API_v3	8732	9118	-	387	0	0	0
PY17X_API02300	Py17X_API_v3	9118	9480	-	363	0	0	0
PY17X_API02400	Py17X_API_v3	9477	9701	-	225	0	0	0
PY17X_API02500	Py17X_API_v3	9709	10104	-	396	0	0	0
PY17X_API02600	Py17X_API_v3	10123	10758	-	636	0	0	0
PY17X_API02700	Py17X_API_v3	10765	11037	-	273	0	0	0
PY17X_API02800	Py17X_API_v3	11056	11796	-	741	0	0	0
PY17X_API02900	Py17X_API_v3	11793	12020	-	228	0	0	0
PY17X_API03000	Py17X_API_v3	12022	12621	-	600	0	0	0
PY17X_API03100	Py17X_API_v3	12648	12719	-	72	0	0	0
PY17X_API03200	Py17X_API_v3	12735	12805	-	71	0	0	0
PY17X_API03300	Py17X_API_v3	12813	12885	-	73	0	0	0
PY17X_API03400	Py17X_API_v3	12895	12969	-	75	0	0	0
PY17X_API03500	Py17X_API_v3	12983	13072	-	90	0	0	0
PY17X_API03600	Py17X_API_v3	13082	13165	-	84	0	0	0
PY17X_API03621	Py17X_API_v3	13171	13257	-	87	0	0	0
PY17X_API03641	Py17X_API_v3	13529	13601	-	73	0	0	0
PY17X_API03661	Py17X_API_v3	13616	13687	-	72	0	0	0
PY17X_API03700	Py17X_API_v3	13703	14326	-	624	0	0	0
PY17X_API03801	Py17X_API_v3	14353	14425	-	73	0	0	0
PY17X_API03901	Py17X_API_v3	14457	17137	-	2681	0	0	0
PY17X_API04001	Py17X_API_v3	17179	17252	-	74	0	0	0
PY17X_API04101	Py17X_API_v3	17261	17332	-	72	0	0	0
PY17X_API04201	Py17X_API_v3	17357	17428	+	72	0	0	0
PY17X_API04301	Py17X_API_v3	17432	17503	+	72	0	0	0
PY17X_API04401	Py17X_API_v3	17513	17590	+	78	0	0	0
PY17X_API04501	Py17X_API_v3	17602	17673	-	72	0	0	0
PY17X_API04601	Py17X_API_v3	17702	17772	+	71	0	0	0
PY17X_API04701	Py17X_API_v3	17823	19258	+	1436	0	0	0
PY17X_API04801	Py17X_API_v3	19391	19461	+	71	0	0	0
PY17X_API04901	Py17X_API_v3	19523	19593	-	71	0	0	0
PY17X_API05001	Py17X_API_v3	19728	21160	-	1433	0	0	0
PY17X_API05101	Py17X_API_v3	21212	21282	-	71	0	0	0
PY17X_API05201	Py17X_API_v3	21311	21382	+	72	0	0	0
PY17X_API05301	Py17X_API_v3	21394	21471	-	78	0	0	0
PY17X_API05401	Py17X_API_v3	21481	21552	-	72	0	0	0
PY17X_API05501	Py17X_API_v3	21556	21627	-	72	0	0	0
PY17X_API05601	Py17X_API_v3	21652	21723	+	72	0	0	0
PY17X_API05701	Py17X_API_v3	21732	21805	+	74	0	0	0
PY17X_API05801	Py17X_API_v3	21851	24546	+	2696	0	0	0
PY17X_API05901	Py17X_API_v3	24559	24631	+	73	0	0	0
PY17X_API00100	Py17X_API_v3	24658	26079	+	1422	0	0	0
PY17X_API00200	Py17X_API_v3	26097	26234	+	138	0	0	0
PY17X_API00300	Py17X_API_v3	26248	26565	+	318	0	0	0
PY17X_API00400	Py17X_API_v3	26562	29618	+	3057	0	0	0
PY17X_API00500	Py17X_API_v3	29621	31339	+	1719	0	0	0
PY17X_API00600	Py17X_API_v3;Py17X_API_v3	31352;32961	32959;34253	+;+	2901	0	0	0
PY17X_MIT01400	Py17X_MIT_v3	1	35	-	35	28	57	23
PY17X_MIT01300	Py17X_MIT_v3	63	119	-	57	70	89	36
PY17X_MIT01200	Py17X_MIT_v3	120	206	-	87	73	94	46
PY17X_MIT01100	Py17X_MIT_v3	224	297	-	74	9	17	16
PY17X_MIT00900	Py17X_MIT_v3	298	1428	-	1131	110	77	158
PY17X_MIT00800	Py17X_MIT_v3	1455	2705	-	1251	295	271	315
PY17X_MIT00700	Py17X_MIT_v3	3034	3141	+	108	110	88	126
PY17X_MIT00600	Py17X_MIT_v3	3147	3227	-	81	163	135	161
PY17X_MIT00500	Py17X_MIT_v3	3228	3263	-	36	120	133	111
PY17X_MIT00400	Py17X_MIT_v3	3294	3359	-	66	161	165	136
PY17X_MIT00300	Py17X_MIT_v3	3368	3400	-	33	118	131	90
PY17X_MIT00200	Py17X_MIT_v3	3429	3544	-	116	82	108	58
PY17X_MIT00100	Py17X_MIT_v3	3538	4329	+	792	125	93	124
PY17X_MIT02700	Py17X_MIT_v3	5082	5156	+	75	222	129	181
PY17X_MIT02600	Py17X_MIT_v3	5157	5239	+	83	460	311	325
PY17X_MIT02500	Py17X_MIT_v3	5240	5434	+	195	1336	899	1176
PY17X_MIT02400	Py17X_MIT_v3	5435	5462	+	28	300	296	248
PY17X_MIT02300	Py17X_MIT_v3	5463	5503	+	41	379	338	272
PY17X_MIT02200	Py17X_MIT_v3	5504	5562	+	59	465	431	362
PY17X_MIT02100	Py17X_MIT_v3	5563	5630	+	68	484	438	374
PY17X_MIT02000	Py17X_MIT_v3	5631	5668	+	38	372	305	323
PY17X_MIT01900	Py17X_MIT_v3	5669	5725	+	57	528	453	407
PY17X_MIT01800	Py17X_MIT_v3	5726	5807	+	82	646	506	480
PY17X_MIT01700	Py17X_MIT_v3	5808	5982	+	175	836	697	556
PY17X_MIT01600	Py17X_MIT_v3	5983	6012	+	30	330	257	191
PY17X_MIT01500	Py17X_MIT_v3	6019	6043	-	25	129	151	101
PY17X_0100005	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	2412;2576;2719;3033;3473	2489;2716;3030;3335;3487	-;-;-;-;-	849	22	0	2
PY17X_0100009	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	6006;6181;7071	6092;6963;7085	-;-;-	885	0	0	0
PY17X_0100013	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	9741;9930;10808	9839;10682;10822	-;-;-	867	0	0	0
PY17X_0100017	Py17X_01_v3;Py17X_01_v3	13739;14558	14428;14626	-;-	759	0	0	0
PY17X_0100021	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	16849;17001;18115	16911;17990;18129	-;-;-	1068	0	0	0
PY17X_0100025	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	21545;21836;22170;22361;22551	21708;22079;22239;22470;22832	+;+;+;+;+	870	0	0	0
PY17X_0100029	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	23841;23996;24944	23906;24838;24958	-;-;-	924	0	0	0
PY17X_0100033	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	27257;27433;28364	27343;28230;28378	-;-;-	900	0	3	0
PY17X_0100037	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	31178;31368;32390	31264;32252;32404	-;-;-	987	6	4	0
PY17X_0100041	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	34700;34852;35715	34765;35595;35729	-;-;-	825	0	0	0
PY17X_0100045	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	37999;38188;39089	38097;38949;39103	-;-;-	876	0	0	0
PY17X_0100049	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	41393;41583;42549	41479;42413;42563	-;-;-	933	0	2	0
PY17X_0100053	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	45403;45552;46446	45468;46310;46460	-;-;-	840	0	0	0
PY17X_0100059	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	49529;49699;50690	49594;50553;50704	-;-;-	936	0	0	0
PY17X_0100063	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	53047;53202;54071	53112;53951;54085	-;-;-	831	0	0	0
PY17X_0100069	Py17X_01_v3;Py17X_01_v3;Py17X_01_v3	56392;56548;57399	56457;57279;57413	-;-;-	813	0	0	0
